n,scenario,spp,value
39,scenario2_alt,shore,168487
39,scenario2_alt,cicon,81459
39,scenario2_alt,crane,83384
39,scenario2_alt,geese,87448
39,scenario2_alt,TOTAL,306102
39,scenario3_alt,dblr,141489
39,scenario3_alt,shore,201449
39,scenario3_alt,cicon,120045
39,scenario3_alt,crane,87847
39,scenario3_alt,geese,92422
39,scenario3_alt,TOTAL,350987
40,baseline,dblr,52686
40,baseline,shore,146929
40,baseline,cicon,198120
40,baseline,crane,35003
40,baseline,geese,36149
40,baseline,TOTAL,260645
40,scenario1,dblr,93828
40,scenario1,shore,181647
40,scenario1,cicon,232004
40,scenario1,crane,37421
40,scenario1,geese,36472
40,scenario1,TOTAL,300751
40,scenario2_alt,dblr,52059
40,scenario2_alt,shore,141565
40,scenario2_alt,cicon,188062
40,scenario2_alt,crane,35464
40,scenario2_alt,geese,72968
40,scenario2_alt,TOTAL,266459
40,scenario3_alt,dblr,93127
40,scenario3_alt,shore,177332
40,scenario3_alt,cicon,222384
40,scenario3_alt,crane,37885
40,scenario3_alt,geese,85463
40,scenario3_alt,TOTAL,306508
41,baseline,dblr,116740
41,baseline,shore,179074
41,baseline,cicon,218939
41,baseline,crane,52779
41,baseline,geese,32550
41,baseline,TOTAL,303214
41,scenario1,dblr,179655
41,scenario1,shore,225757
41,scenario1,cicon,239732
41,scenario1,crane,54724
41,scenario1,geese,39828
41,scenario1,TOTAL,367075
41,scenario2_alt,dblr,105008
41,scenario2_alt,shore,169037
41,scenario2_alt,cicon,204141
41,scenario2_alt,crane,61292
41,scenario2_alt,geese,47751
41,scenario2_alt,TOTAL,283590
41,scenario3_alt,dblr,166172
41,scenario3_alt,shore,218615
41,scenario3_alt,cicon,226497
41,scenario3_alt,crane,63178
41,scenario3_alt,geese,67996
41,scenario3_alt,TOTAL,347563
42,baseline,dblr,71115
42,baseline,shore,155258
42,baseline,cicon,218953
42,baseline,crane,65724
42,baseline,geese,3934
42,baseline,TOTAL,285614
42,scenario1,dblr,108810
42,scenario1,shore,190140
42,scenario1,cicon,262925
42,scenario1,crane,64343
42,scenario1,geese,3875
42,scenario1,TOTAL,325089
42,scenario2_alt,dblr,69167
42,scenario2_alt,shore,148954
42,scenario2_alt,cicon,214078
42,scenario2_alt,crane,72715
42,scenario2_alt,geese,3899
42,scenario2_alt,TOTAL,278819
42,scenario3_alt,dblr,106928
42,scenario3_alt,shore,184265
42,scenario3_alt,cicon,258333
42,scenario3_alt,crane,71279
42,scenario3_alt,geese,3737
42,scenario3_alt,TOTAL,319204
43,baseline,dblr,71251
43,baseline,shore,139284
43,baseline,cicon,182503
43,baseline,crane,75375
43,baseline,geese,4907
43,baseline,TOTAL,240916
43,scenario1,dblr,111153
43,scenario1,shore,184815
43,scenario1,cicon,207127
43,scenario1,crane,73292
43,scenario1,geese,5011
43,scenario1,TOTAL,277744
43,scenario2_alt,dblr,69819
43,scenario2_alt,shore,132853
43,scenario2_alt,cicon,170277
43,scenario2_alt,crane,74643
43,scenario2_alt,geese,8920
43,scenario2_alt,TOTAL,225819
43,scenario3_alt,dblr,109822
43,scenario3_alt,shore,179392
43,scenario3_alt,cicon,197543
43,scenario3_alt,crane,72487
43,scenario3_alt,geese,9968
43,scenario3_alt,TOTAL,266129
44,baseline,dblr,93549
44,baseline,shore,177988
44,baseline,cicon,282093
44,baseline,crane,84744
44,baseline,geese,25155
44,baseline,TOTAL,345941
44,scenario1,dblr,132776
44,scenario1,shore,213224
44,scenario1,cicon,324949
44,scenario1,crane,82729
44,scenario1,geese,31362
44,scenario1,TOTAL,384327
44,scenario2_alt,dblr,90072
44,scenario2_alt,shore,168619
44,scenario2_alt,cicon,267758
44,scenario2_alt,crane,85043
44,scenario2_alt,geese,34788
44,scenario2_alt,TOTAL,331710
44,scenario3_alt,dblr,129214
44,scenario3_alt,shore,204768
44,scenario3_alt,cicon,309387
44,scenario3_alt,crane,83461
44,scenario3_alt,geese,46022
44,scenario3_alt,TOTAL,370011
45,baseline,dblr,86263
45,baseline,shore,153948
45,baseline,cicon,184699
45,baseline,crane,35630
45,baseline,geese,42866
45,baseline,TOTAL,251953
45,scenario1,dblr,125129
45,scenario1,shore,191666
45,scenario1,cicon,213055
45,scenario1,crane,39617
45,scenario1,geese,49994
45,scenario1,TOTAL,288999
45,scenario2_alt,dblr,83695
45,scenario2_alt,shore,146052
45,scenario2_alt,cicon,173414
45,scenario2_alt,crane,45478
45,scenario2_alt,geese,65294
45,scenario2_alt,TOTAL,245065
45,scenario3_alt,dblr,121796
45,scenario3_alt,shore,184298
45,scenario3_alt,cicon,204662
45,scenario3_alt,crane,48279
45,scenario3_alt,geese,84539
45,scenario3_alt,TOTAL,283023
46,baseline,dblr,98674
46,baseline,shore,151261
46,baseline,cicon,219621
46,baseline,crane,20300
46,baseline,geese,32154
46,baseline,TOTAL,279943
46,scenario1,dblr,139885
46,scenario1,shore,185129
46,scenario1,cicon,260583
46,scenario1,crane,19857
46,scenario1,geese,32868
46,scenario1,TOTAL,319044
46,scenario2_alt,dblr,92488
46,scenario2_alt,shore,144111
46,scenario2_alt,cicon,208519
46,scenario2_alt,crane,21628
46,scenario2_alt,geese,66836
46,scenario2_alt,TOTAL,285497
46,scenario3_alt,dblr,132744
46,scenario3_alt,shore,179092
46,scenario3_alt,cicon,250656
46,scenario3_alt,crane,21574
46,scenario3_alt,geese,78496
46,scenario3_alt,TOTAL,322737
47,baseline,dblr,97487
47,baseline,shore,144156
47,baseline,cicon,230978
47,baseline,crane,46927
47,baseline,geese,10302
47,baseline,TOTAL,280828
47,scenario1,dblr,151098
47,scenario1,shore,182269
47,scenario1,cicon,279420
47,scenario1,crane,48020
47,scenario1,geese,10081
47,scenario1,TOTAL,336964
47,scenario2_alt,dblr,89780
47,scenario2_alt,shore,138812
47,scenario2_alt,cicon,221430
47,scenario2_alt,crane,60438
47,scenario2_alt,geese,12728
47,scenario2_alt,TOTAL,276247
47,scenario3_alt,dblr,140908
47,scenario3_alt,shore,178048
47,scenario3_alt,cicon,269442
47,scenario3_alt,crane,61075
47,scenario3_alt,geese,12306
47,scenario3_alt,TOTAL,330619
48,baseline,dblr,86827
48,baseline,shore,192983
48,baseline,cicon,240205
48,baseline,crane,33538
48,baseline,geese,7287
48,baseline,TOTAL,307575
48,scenario1,dblr,128403
48,scenario1,shore,225137
48,scenario1,cicon,269329
48,scenario1,crane,32361
48,scenario1,geese,7289
48,scenario1,TOTAL,338960
48,scenario2_alt,dblr,81143
48,scenario2_alt,shore,187324
48,scenario2_alt,cicon,234367
48,scenario2_alt,crane,34305
48,scenario2_alt,geese,9476
48,scenario2_alt,TOTAL,294008
48,scenario3_alt,dblr,122810
48,scenario3_alt,shore,220391
48,scenario3_alt,cicon,271173
48,scenario3_alt,crane,32922
48,scenario3_alt,geese,9457
48,scenario3_alt,TOTAL,331690
49,baseline,dblr,88738
49,baseline,shore,186440
49,baseline,cicon,159469
49,baseline,crane,33125
49,baseline,geese,41443
49,baseline,TOTAL,257449
49,scenario1,dblr,127035
49,scenario1,shore,224741
49,scenario1,cicon,183219
49,scenario1,crane,33789
49,scenario1,geese,44957
49,scenario1,TOTAL,296942
49,scenario2_alt,dblr,86327
49,scenario2_alt,shore,176797
49,scenario2_alt,cicon,146883
49,scenario2_alt,crane,34050
49,scenario2_alt,geese,63837
49,scenario2_alt,TOTAL,242036
49,scenario3_alt,dblr,124700
49,scenario3_alt,shore,217322
49,scenario3_alt,cicon,169930
49,scenario3_alt,crane,34384
49,scenario3_alt,geese,82369
49,scenario3_alt,TOTAL,281839
50,baseline,dblr,41533
50,baseline,shore,116120
50,baseline,cicon,246470
50,baseline,crane,49767
50,baseline,geese,4978
50,baseline,TOTAL,269755
50,scenario1,dblr,69335
50,scenario1,shore,152380
50,scenario1,cicon,287493
50,scenario1,crane,51315
50,scenario1,geese,5022
50,scenario1,TOTAL,310776
50,scenario2_alt,dblr,40837
50,scenario2_alt,shore,111692
50,scenario2_alt,cicon,221699
50,scenario2_alt,crane,52240
50,scenario2_alt,geese,10770
50,scenario2_alt,TOTAL,254049
50,scenario3_alt,dblr,67639
50,scenario3_alt,shore,148918
50,scenario3_alt,cicon,265205
50,scenario3_alt,crane,54846
50,scenario3_alt,geese,10452
50,scenario3_alt,TOTAL,297586
