landscape,predictor,mean,min,max
baseline,alf_area_10k,1900.5352920521154,0.36000001430511475,5902.2900390625
baseline,alf_area_5k,500.601478377006,0,2286.360107421875
baseline,alf_pfld_10k,0.08528241462886398,6.578947650268674e-4,0.1906300038099289
baseline,alf_pfld_5k,0.08074545793925757,0,0.4329192638397217
baseline,barren_area_10k,34.19351139643568,0,555.21002197265625
baseline,barren_area_5k,8.06455834058649,0,319.6800231933594
baseline,barren_pfld_10k,0.16097453355247945,0,0.8554747104644775
baseline,barren_pfld_5k,0.08383743558263884,0,0.8601619005203247
baseline,corn_area_10k,2341.634551176445,0.27000001072883606,10873.7099609375
baseline,corn_area_5k,607.3199002278103,0,4137.75
baseline,corn_pfld_10k,0.1932116814515523,0,0.452144593000412
baseline,corn_pfld_5k,0.16159989438047853,0,0.6341655254364014
baseline,covertype,2.9853881605156465,1,6
baseline,dev_area_10k,3976.530850572328,192.9600067138672,21987.451171875
baseline,dev_area_5k,962.334047521157,5.760000228881836,7223.31005859375
baseline,dev_pfld_10k,0.0789887753472147,0.013553460128605366,0.18518221378326416
baseline,dev_pfld_5k,0.08303749683910434,0.012239254079759121,0.36264365911483765
baseline,droost_km,7.541726043118611,0,26.630149841308594
baseline,dryp_area_10k,3144.7601651047844,552.1500244140625,20919.6015625
baseline,dryp_area_5k,636.9816207071473,26.64000129699707,6630.93017578125
baseline,dryp_pfld_10k,0.07837435726984668,0.012227050960063934,0.17577140033245087
baseline,dryp_pfld_5k,0.09071310620151234,0.007209673058241606,0.22335128486156464
baseline,duwet_area_10k,577.8213504474767,0,5606.55029296875
baseline,duwet_area_5k,159.33984399996268,0,2111.219970703125
baseline,duwet_pfld_10k,0.34151492063641425,0,0.7926430106163025
baseline,duwet_pfld_5k,0.24508595092463498,0,0.9298556447029114
baseline,fal_area_10k,2810.0110456672023,6.930000305175781,5172.21044921875
baseline,fal_area_5k,716.9337736931225,0,1748.7000732421875
baseline,fal_pfld_10k,0.0885467923686011,0.008273681625723839,0.19721069931983948
baseline,fal_pfld_5k,0.08951448107036739,0,0.3565575182437897
baseline,field_area_10k,656.3998752623826,1.6200001239776611,2551.320068359375
baseline,field_area_5k,164.25868807169198,0,1122.75
baseline,field_pfld_10k,0.12402765475918238,0,0.2863239347934723
baseline,field_pfld_5k,0.11099910097924798,0,0.6676274538040161
baseline,for_area_10k,134.76470070851738,6.750000476837158,3352.230224609375
baseline,for_area_5k,23.87870660210758,0,523.1700439453125
baseline,for_pfld_10k,0.09549925836978872,0.0065315598621964455,0.3922801911830902
baseline,for_pfld_5k,0.09445376586745872,0,0.770359456539154
baseline,grain_area_10k,2101.052970317288,0.09000000357627869,6718.9501953125
baseline,grain_area_5k,507.7899163638199,0,2517.840087890625
baseline,grain_pfld_10k,0.09725011902580918,0,0.25244683027267456
baseline,grain_pfld_5k,0.09696047856622311,0,0.31617507338523865
baseline,ip_area_10k,2219.401362487416,11.430000305175781,10059.75
baseline,ip_area_5k,603.9451683095546,0,4170.419921875
baseline,ip_pfld_10k,0.05482103876953242,0.0034248174633830786,0.32669416069984436
baseline,ip_pfld_5k,0.0598500001559267,0,0.9991570115089417
baseline,orch_area_10k,3576.550433018731,0.6299999952316284,14056.560546875
baseline,orch_area_5k,879.7352657820139,0,4967.01025390625
baseline,orch_pfld_10k,0.05966128072020614,0.0018270070431753993,0.1694866269826889
baseline,orch_pfld_5k,0.06330493685825901,0,0.35801732540130615
baseline,pwater,0.1943978074482246,0,1
baseline,rice_area_10k,267.3793429333653,0,5465.16015625
baseline,rice_area_5k,70.09970200876079,0,2483.550048828125
baseline,rice_pfld_10k,0.2321829447795041,0,0.9118566513061523
baseline,rice_pfld_5k,0.11272678433388697,0,0.9118566513061523
baseline,row_area_10k,1583.9797820005163,0,6666.21044921875
baseline,row_area_5k,407.8394894761591,0,2294.820068359375
baseline,row_pfld_10k,0.13742642162813448,0,0.44893327355384827
baseline,row_pfld_5k,0.11174924772813072,0,0.4787258207798004
baseline,water_area_10k,2449.661937867942,109.80000305175781,7519.59033203125
baseline,water_area_5k,674.806052460836,0.9900000095367432,3173.940185546875
baseline,water_pfld_10k,0.8269686751771165,0.32538244128227234,0.9772916436195374
baseline,water_pfld_5k,0.7819693534922456,0.06464341282844543,0.9832562804222107
baseline,wet_area_10k,1265.1808341838173,44.55000305175781,4000.68017578125
baseline,wet_area_5k,348.9984332010905,0.09000000357627869,1773.360107421875
baseline,wet_pfld_10k,0.20238488783053962,0.04531244561076164,0.4162556827068329
baseline,wet_pfld_5k,0.19327073974146486,0.009883234277367592,0.6252284646034241
baseline,woodw_area_10k,754.6629975175971,19.170000076293945,2210.760009765625
baseline,woodw_area_5k,205.29291780684795,0,1193.1300048828125
baseline,woodw_pfld_10k,0.1851944035469557,0.02372772805392742,0.38200312852859497
baseline,woodw_pfld_5k,0.17948502186123688,0,0.5191482901573181
baseline,ww_area_10k,1550.7702417843004,1.8900001049041748,3684.690185546875
baseline,ww_area_5k,406.23075021264174,0,1321.2900390625
baseline,ww_pfld_10k,0.10418023671703772,0.01800701580941677,0.2622603476047516
baseline,ww_pfld_5k,0.09943601775519659,0,0.42303594946861267
scenario1,alf_area_10k,1866.882671717059,0.36000001430511475,5839.56005859375
scenario1,alf_area_5k,490.666115473728,0,2283.47998046875
scenario1,alf_pfld_10k,0.08544799839954727,6.578947650268674e-4,0.1906300038099289
scenario1,alf_pfld_5k,0.08063907067778725,0,0.4329192638397217
scenario1,barren_area_10k,33.14672430911891,0,551.25
scenario1,barren_area_5k,7.754425483638531,0,319.6800231933594
scenario1,barren_pfld_10k,0.1699657024196829,0,0.8554747104644775
scenario1,barren_pfld_5k,0.0852820287213829,0,0.8601619005203247
scenario1,corn_area_10k,2324.315236098471,0.27000001072883606,10812.5107421875
scenario1,corn_area_5k,602.2658754750533,0,4137.75
scenario1,corn_pfld_10k,0.1934407498763483,0,0.452144593000412
scenario1,corn_pfld_5k,0.1609196528932659,0,0.6341655254364014
scenario1,covertype,3.0595361529043963,1,6
scenario1,dev_area_10k,3976.269602918387,192.9600067138672,21987.451171875
scenario1,dev_area_5k,962.2540997505837,5.760000228881836,7223.31005859375
scenario1,dev_pfld_10k,0.07898104679375166,0.013553460128605366,0.18518221378326416
scenario1,dev_pfld_5k,0.08302641401799513,0.012239254079759121,0.36264365911483765
scenario1,droost_km,7.541726043118611,0,26.630149841308594
scenario1,dryp_area_10k,3044.4179952327536,339.0299987792969,20897.1015625
scenario1,dryp_area_5k,608.2038842826777,11.34000015258789,6630.93017578125
scenario1,dryp_pfld_10k,0.07686185837580232,0.012227050960063934,0.1759774088859558
scenario1,dryp_pfld_5k,0.09073521000256125,0.007209673058241606,0.35374853014945984
scenario1,duwet_area_10k,873.9482691749253,0,5606.55029296875
scenario1,duwet_area_5k,247.0874973595696,0,3002.85009765625
scenario1,duwet_pfld_10k,0.4233401030464342,0,0.7832704782485962
scenario1,duwet_pfld_5k,0.3142421089346551,0,0.9298556447029114
scenario1,fal_area_10k,2716.0066887529647,6.930000305175781,5039.8203125
scenario1,fal_area_5k,690.376368040926,0,1739.070068359375
scenario1,fal_pfld_10k,0.08900602984084191,0.008273681625723839,0.19751237332820892
scenario1,fal_pfld_5k,0.0898451452887278,0,0.35099905729293823
scenario1,field_area_10k,630.9725279887002,1.6200001239776611,2416.9501953125
scenario1,field_area_5k,156.858620450593,0,1118.070068359375
scenario1,field_pfld_10k,0.12467592636590533,0,0.2863239347934723
scenario1,field_pfld_5k,0.11115286962947948,0,0.6676274538040161
scenario1,for_area_10k,130.8220581388421,6.750000476837158,3352.230224609375
scenario1,for_area_5k,22.806781643546053,0,523.1700439453125
scenario1,for_pfld_10k,0.09593027229772959,0.0065315598621964455,0.39650991559028625
scenario1,for_pfld_5k,0.09517827802887477,0,0.770359456539154
scenario1,grain_area_10k,2050.2869010652194,0.09000000357627869,6640.0205078125
scenario1,grain_area_5k,492.5506353021918,0,2469.150146484375
scenario1,grain_pfld_10k,0.09691620979864751,0,0.25244683027267456
scenario1,grain_pfld_5k,0.09658222513956276,0,0.31617507338523865
scenario1,ip_area_10k,2087.922104514961,11.430000305175781,9677.25
scenario1,ip_area_5k,565.3840021258796,0,4024.800048828125
scenario1,ip_pfld_10k,0.05477757712627389,0.002657853066921234,0.32669416069984436
scenario1,ip_pfld_5k,0.060085212672662376,0,0.9991570115089417
scenario1,orch_area_10k,3544.053345716172,0.6299999952316284,14029.470703125
scenario1,orch_area_5k,870.2606620721757,0,4967.01025390625
scenario1,orch_pfld_10k,0.059617401706469314,0.0018270070431753993,0.1694866269826889
scenario1,orch_pfld_5k,0.06321868509990534,0,0.35801732540130615
scenario1,pwater,0.2005095883602053,0,1
scenario1,rice_area_10k,240.33498876318484,0,5160.330078125
scenario1,rice_area_5k,61.604255201456795,0,2210.130126953125
scenario1,rice_pfld_10k,0.19881463408918543,0,0.9118566513061523
scenario1,rice_pfld_5k,0.09863782638155251,0,0.9118566513061523
scenario1,row_area_10k,1558.1798234195564,0,6636.60009765625
scenario1,row_area_5k,399.7364856767232,0,2280.60009765625
scenario1,row_pfld_10k,0.13803882994462596,0,0.44893327355384827
scenario1,row_pfld_5k,0.1120813438099656,0,0.4787258207798004
scenario1,water_area_10k,2449.661937867942,109.80000305175781,7519.59033203125
scenario1,water_area_5k,674.8060524608358,0.9900000095367432,3173.940185546875
scenario1,water_pfld_10k,0.8269686751771165,0.32538244128227234,0.9772916436195374
scenario1,water_pfld_5k,0.7819693534922456,0.06464341282844543,0.9832562804222107
scenario1,wet_area_10k,1218.6539766287078,44.55000305175781,3923.10009765625
scenario1,wet_area_5k,335.1717889049504,0.09000000357627869,1773.360107421875
scenario1,wet_pfld_10k,0.2046546305944544,0.04531244561076164,0.42533552646636963
scenario1,wet_pfld_5k,0.19470586770596576,0.009883234277367592,0.633141040802002
scenario1,woodw_area_10k,1082.899822590444,19.530000686645508,2915.730224609375
scenario1,woodw_area_5k,300.7784200089261,0,1543.050048828125
scenario1,woodw_pfld_10k,0.17794009460587673,0.02372772805392742,0.3730369210243225
scenario1,woodw_pfld_5k,0.1747228579493157,0,0.462291419506073
scenario1,ww_area_10k,1516.516570272089,1.8900001049041748,3678.93017578125
scenario1,ww_area_5k,395.8843438666596,0,1321.2900390625
scenario1,ww_pfld_10k,0.10452399206165827,0.01800701580941677,0.2622603476047516
scenario1,ww_pfld_5k,0.09976585315455644,0,0.44785571098327637
scenario2,alf_area_10k,1750.951511510053,0.36000001430511475,5386.41015625
scenario2,alf_area_5k,461.42376801380163,0,2123.460205078125
scenario2,alf_pfld_10k,0.0860848632230175,6.578947650268674e-4,0.1975928395986557
scenario2,alf_pfld_5k,0.08114125849975931,0,0.4329192638397217
scenario2,barren_area_10k,33.58724083595051,0,540.27001953125
scenario2,barren_area_5k,7.915697702445474,0,307.1700134277344
scenario2,barren_pfld_10k,0.15934493887638215,0,0.8554747104644775
scenario2,barren_pfld_5k,0.08392448916993968,0,0.8601619005203247
scenario2,corn_area_10k,2181.3343363515114,0.27000001072883606,10541.970703125
scenario2,corn_area_5k,565.121142093592,0,4058.3701171875
scenario2,corn_pfld_10k,0.19626284305539904,0,0.4824957251548767
scenario2,corn_pfld_5k,0.16397984354257275,0,0.6341655254364014
scenario2,covertype,2.9768877262217335,1,6
scenario2,dev_area_10k,3976.530850572328,192.9600067138672,21987.451171875
scenario2,dev_area_5k,962.334047521157,5.760000228881836,7223.31005859375
scenario2,dev_pfld_10k,0.0789887753472147,0.013553460128605366,0.18518221378326416
scenario2,dev_pfld_5k,0.08303749683910434,0.012239254079759121,0.36264365911483765
scenario2,droost_km,8.24283282896819,0,26.630149841308594
scenario2,dryp_area_10k,3056.7953375551915,450.72003173828125,20885.130859375
scenario2,dryp_area_5k,616.2218193080766,22.68000030517578,6569.55029296875
scenario2,dryp_pfld_10k,0.07791703555313235,0.012286408804357052,0.17641474306583405
scenario2,dryp_pfld_5k,0.09058244497653231,0.007209673058241606,0.23412887752056122
scenario2,duwet_area_10k,577.4050359590522,0,5606.55029296875
scenario2,duwet_area_5k,159.2152589469203,0,2111.219970703125
scenario2,duwet_pfld_10k,0.3416239401165288,0,0.7926430106163025
scenario2,duwet_pfld_5k,0.24517151536008072,0,0.9298556447029114
scenario2,fal_area_10k,2409.953381088864,6.930000305175781,4555.17041015625
scenario2,fal_area_5k,619.5720332697256,0,1637.9100341796875
scenario2,fal_pfld_10k,0.09168651168014845,0.008273681625723839,0.21031419932842255
scenario2,fal_pfld_5k,0.09222648089779781,0,0.35692280530929565
scenario2,field_area_10k,590.2611069397299,0,2221.469970703125
scenario2,field_area_5k,148.0711569008112,0,1065.8699951171875
scenario2,field_pfld_10k,0.12430752743077252,0,0.29105430841445923
scenario2,field_pfld_5k,0.11134281127275822,0,0.6676274538040161
scenario2,for_area_10k,134.76470070851738,6.750000476837158,3352.230224609375
scenario2,for_area_5k,23.87870660210758,0,523.1700439453125
scenario2,for_pfld_10k,0.09549925836978872,0.0065315598621964455,0.3922801911830902
scenario2,for_pfld_5k,0.09445376586745872,0,0.770359456539154
scenario2,grain_area_10k,1946.5304363495397,0.09000000357627869,6717.6904296875
scenario2,grain_area_5k,468.42637848743345,0,2516.580078125
scenario2,grain_pfld_10k,0.09779852874850403,0,0.25574466586112976
scenario2,grain_pfld_5k,0.09779283790866847,0,0.3251809775829315
scenario2,ip_area_10k,2097.415704079901,11.430000305175781,9574.919921875
scenario2,ip_area_5k,571.7556513934063,0,4064.85009765625
scenario2,ip_pfld_10k,0.05475110428865092,0.0034248174633830786,0.32669416069984436
scenario2,ip_pfld_5k,0.060611026708645925,0,0.9991570115089417
scenario2,orch_area_10k,5258.747043185568,0.6299999952316284,17723.970703125
scenario2,orch_area_5k,1307.398860303991,0,5791.8603515625
scenario2,orch_pfld_10k,0.053457772456100575,0.004725693259388208,0.11156107485294342
scenario2,orch_pfld_5k,0.05481035629625522,0,0.27651020884513855
scenario2,pwater,0.1913601737775356,0,1
scenario2,rice_area_10k,267.3793429333653,0,5465.16015625
scenario2,rice_area_5k,70.09970200876079,0,2483.550048828125
scenario2,rice_pfld_10k,0.2321829447795041,0,0.9118566513061523
scenario2,rice_pfld_5k,0.11272678433388697,0,0.9118566513061523
scenario2,row_area_10k,1319.46485476309,0,5224.22998046875
scenario2,row_area_5k,340.5586044105485,0,1845.9000244140625
scenario2,row_pfld_10k,0.14247325762915808,0,0.44893327355384827
scenario2,row_pfld_5k,0.11468398565980255,0,0.4787258207798004
scenario2,water_area_10k,2449.661937867942,109.80000305175781,7519.59033203125
scenario2,water_area_5k,674.8060524608358,0.9900000095367432,3173.940185546875
scenario2,water_pfld_10k,0.8269686751771165,0.32538244128227234,0.9772916436195374
scenario2,water_pfld_5k,0.7819693534922456,0.06464341282844543,0.9832562804222107
scenario2,wet_area_10k,1222.6932678955159,38.25,3843.000244140625
scenario2,wet_area_5k,338.2815214703528,0,1773.360107421875
scenario2,wet_pfld_10k,0.20428881891981707,0.04531244561076164,0.42951998114585876
scenario2,wet_pfld_5k,0.19493821256738783,0,0.6278101801872253
scenario2,woodw_area_10k,687.3016585827119,18.18000030517578,1939.320068359375
scenario2,woodw_area_5k,187.48742545039207,0,1113.9300537109375
scenario2,woodw_pfld_10k,0.18929458543122138,0.02186393365263939,0.3814601004123688
scenario2,woodw_pfld_5k,0.18307732848437205,0,0.5191482901573181
scenario2,ww_area_10k,1384.5134971231707,1.8900001049041748,3132.5400390625
scenario2,ww_area_5k,361.88248700001515,0,1275.75
scenario2,ww_pfld_10k,0.10516427971424223,0.01800701580941677,0.26760396361351013
scenario2,ww_pfld_5k,0.10010806105692097,0,0.4271632432937622
scenario3,alf_area_10k,1722.1270490749423,0.36000001430511475,5343.1201171875
scenario3,alf_area_5k,452.9127547291133,0,2120.760009765625
scenario3,alf_pfld_10k,0.08625482596543513,6.578947650268674e-4,0.1975928395986557
scenario3,alf_pfld_5k,0.08101486387688207,0,0.4329192638397217
scenario3,barren_area_10k,32.56797315310588,0,536.30999755859375
scenario3,barren_area_5k,7.612699094201859,0,307.1700134277344
scenario3,barren_pfld_10k,0.16814463868531931,0,0.8554747104644775
scenario3,barren_pfld_5k,0.08489654598224515,0,0.8601619005203247
scenario3,corn_area_10k,2165.2198663036925,0.27000001072883606,10479.060546875
scenario3,corn_area_5k,560.3945979273202,0,4058.3701171875
scenario3,corn_pfld_10k,0.1964535186177249,0,0.4824957251548767
scenario3,corn_pfld_5k,0.16308427603210632,0,0.6341655254364014
scenario3,covertype,3.0562113321572966,1,6
scenario3,dev_area_10k,3976.269602918387,192.9600067138672,21987.451171875
scenario3,dev_area_5k,962.2540997505837,5.760000228881836,7223.31005859375
scenario3,dev_pfld_10k,0.07898104679375166,0.013553460128605366,0.18518221378326416
scenario3,dev_pfld_5k,0.08302641401799513,0.012239254079759121,0.36264365911483765
scenario3,droost_km,8.24283282896819,0,26.630149841308594
scenario3,dryp_area_10k,2968.203544034933,283.77001953125,20862.630859375
scenario3,dryp_area_5k,590.6656369430432,10.350000381469727,6569.55029296875
scenario3,dryp_pfld_10k,0.07677437468270731,0.012287640944123268,0.17692865431308746
scenario3,dryp_pfld_5k,0.09097984776325517,0.007209673058241606,0.3734326660633087
scenario3,duwet_area_10k,873.5319549130814,0,5606.55029296875
scenario3,duwet_area_5k,246.96291210873875,0,3002.85009765625
scenario3,duwet_pfld_10k,0.42343702171786557,0,0.7832704782485962
scenario3,duwet_pfld_5k,0.3143261884187816,0,0.9298556447029114
scenario3,fal_area_10k,2338.845943427708,6.930000305175781,4452.1201171875
scenario3,fal_area_5k,599.2924906308984,0,1628.3701171875
scenario3,fal_pfld_10k,0.0921086095849272,0.008273681625723839,0.2108220010995865
scenario3,fal_pfld_5k,0.09251660761359401,0,0.351390540599823
scenario3,field_area_10k,569.6591523560547,0,2109.239990234375
scenario3,field_area_5k,142.0957675207203,0,1062.090087890625
scenario3,field_pfld_10k,0.12496757745930345,0,0.29105430841445923
scenario3,field_pfld_5k,0.11149294301527818,0,0.6676274538040161
scenario3,for_area_10k,130.8220581388421,6.750000476837158,3352.230224609375
scenario3,for_area_5k,22.806781643546053,0,523.1700439453125
scenario3,for_pfld_10k,0.09593027229772959,0.0065315598621964455,0.39650991559028625
scenario3,for_pfld_5k,0.09517827802887477,0,0.770359456539154
scenario3,grain_area_10k,1902.7824473882013,0.09000000357627869,6638.76025390625
scenario3,grain_area_5k,455.1826456626394,0,2467.89013671875
scenario3,grain_pfld_10k,0.09742455487845143,0,0.25574466586112976
scenario3,grain_pfld_5k,0.09740371689131036,0,0.3251809775829315
scenario3,ip_area_10k,1977.9205800813909,11.430000305175781,9315.990234375
scenario3,ip_area_5k,536.4786432156071,0,4024.800048828125
scenario3,ip_pfld_10k,0.05474383739233517,0.002657853066921234,0.32669416069984436
scenario3,ip_pfld_5k,0.06078620925529072,0,0.9991570115089417
scenario3,orch_area_10k,5152.3413710386485,0.6299999952316284,17654.310546875
scenario3,orch_area_5k,1277.2840719764256,0,5728.3203125
scenario3,orch_pfld_10k,0.07978136362247978,0.005278156138956547,0.19596144556999207
scenario3,orch_pfld_5k,0.08753986059936422,0,0.8199228644371033
scenario3,pwater,0.2010196716829248,0,1
scenario3,rice_area_10k,240.33498876318484,0,5160.330078125
scenario3,rice_area_5k,61.604255201456795,0,2210.130126953125
scenario3,rice_pfld_10k,0.19881463408918543,0,0.9118566513061523
scenario3,rice_pfld_5k,0.09863782638155251,0,0.9118566513061523
scenario3,row_area_10k,1298.378919042307,0,5209.650390625
scenario3,row_area_5k,333.84798558466827,0,1845.9000244140625
scenario3,row_pfld_10k,0.14299155108102912,0,0.44893327355384827
scenario3,row_pfld_5k,0.11495002243121548,0,0.4787258207798004
scenario3,water_area_10k,2449.661937867942,109.80000305175781,7519.59033203125
scenario3,water_area_5k,674.806052460836,0.9900000095367432,3173.940185546875
scenario3,water_pfld_10k,0.8269686751771165,0.32538244128227234,0.9772916436195374
scenario3,water_pfld_5k,0.7819693534922456,0.06464341282844543,0.9832562804222107
scenario3,wet_area_10k,1177.0489752294254,38.25,3770.820068359375
scenario3,wet_area_5k,324.70196453802095,0,1773.360107421875
scenario3,wet_pfld_10k,0.20647031487795,0.04531244561076164,0.43850407004356384
scenario3,wet_pfld_5k,0.1961073653596672,0,0.6359868049621582
scenario3,woodw_area_10k,1015.5384837023229,18.540000915527344,2702.52001953125
scenario3,woodw_area_5k,282.97292765275597,0,1452.510009765625
scenario3,woodw_pfld_10k,0.18017848972963155,0.02186393365263939,0.37250709533691406
scenario3,woodw_pfld_5k,0.17690456844313138,0,0.4617672860622406
scenario3,ww_area_10k,1354.0363979055855,1.8900001049041748,3126.06005859375
scenario3,ww_area_5k,352.5740269194479,0,1275.75
scenario3,ww_pfld_10k,0.10550884339629173,0.01800701580941677,0.26760396361351013
scenario3,ww_pfld_5k,0.10044796920253678,0,0.44785571098327637
