n,scenario,spp,value
22,baseline,TOTAL,1476064
22,scenario1,ATFL,81313
22,scenario1,BHGR,85391
22,scenario1,COYE,391743
22,scenario1,LAZB,3788
22,scenario1,NUWO,92455
22,scenario1,SOSP,1158638
22,scenario1,SPTO,281731
22,scenario1,YBCH,716
22,scenario1,YEWA,154931
22,scenario1,TOTAL,1556001
22,scenario2_alt,ATFL,29793
22,scenario2_alt,BHGR,41901
22,scenario2_alt,COYE,322120
22,scenario2_alt,LAZB,3978
22,scenario2_alt,NUWO,35332
22,scenario2_alt,SOSP,1207666
22,scenario2_alt,SPTO,233370
22,scenario2_alt,YBCH,335
22,scenario2_alt,YEWA,150798
22,scenario2_alt,TOTAL,1526062
22,scenario3_alt,ATFL,79036
22,scenario3_alt,BHGR,88414
22,scenario3_alt,COYE,377029
22,scenario3_alt,LAZB,3609
22,scenario3_alt,NUWO,85055
22,scenario3_alt,SOSP,1199509
22,scenario3_alt,SPTO,319418
22,scenario3_alt,YBCH,626
22,scenario3_alt,YEWA,159657
22,scenario3_alt,TOTAL,1609779
23,baseline,ATFL,51232
23,baseline,BHGR,72599
23,baseline,COYE,242681
23,baseline,LAZB,451554
23,baseline,NUWO,19690
23,baseline,SOSP,1594686
23,baseline,SPTO,346015
23,baseline,YBCH,388693
23,baseline,YEWA,129870
23,baseline,TOTAL,2162052
23,scenario1,ATFL,95687
23,scenario1,BHGR,107932
23,scenario1,COYE,286818
23,scenario1,LAZB,451646
23,scenario1,NUWO,63876
23,scenario1,SOSP,1621758
23,scenario1,SPTO,441928
23,scenario1,YBCH,372222
23,scenario1,YEWA,144906
23,scenario1,TOTAL,2251633
23,scenario2_alt,ATFL,40840
23,scenario2_alt,BHGR,74191
23,scenario2_alt,COYE,233729
23,scenario2_alt,LAZB,449293
23,scenario2_alt,NUWO,15718
23,scenario2_alt,SOSP,1463021
23,scenario2_alt,SPTO,395273
23,scenario2_alt,YBCH,335870
23,scenario2_alt,YEWA,148720
23,scenario2_alt,TOTAL,2085545
23,scenario3_alt,ATFL,95128
23,scenario3_alt,BHGR,116331
23,scenario3_alt,COYE,276242
23,scenario3_alt,LAZB,449711
23,scenario3_alt,NUWO,62373
23,scenario3_alt,SOSP,1497294
23,scenario3_alt,SPTO,514422
23,scenario3_alt,YBCH,322249
23,scenario3_alt,YEWA,163299
23,scenario3_alt,TOTAL,2198548
24,baseline,ATFL,67221
24,baseline,BHGR,21341
24,baseline,COYE,410409
24,baseline,LAZB,438718
24,baseline,NUWO,24787
24,baseline,SOSP,1265916
24,baseline,SPTO,435958
24,baseline,YBCH,34563
24,baseline,YEWA,237055
24,baseline,TOTAL,2093755
24,scenario1,ATFL,105490
24,scenario1,BHGR,56983
24,scenario1,COYE,460814
24,scenario1,LAZB,452123
24,scenario1,NUWO,52886
24,scenario1,SOSP,1332385
24,scenario1,SPTO,531323
24,scenario1,YBCH,43671
24,scenario1,YEWA,264861
24,scenario1,TOTAL,2213793
24,scenario2_alt,ATFL,59631
24,scenario2_alt,BHGR,18086
24,scenario2_alt,COYE,396661
24,scenario2_alt,LAZB,437082
24,scenario2_alt,NUWO,17960
24,scenario2_alt,SOSP,1255882
24,scenario2_alt,SPTO,564907
24,scenario2_alt,YBCH,33479
24,scenario2_alt,YEWA,230601
24,scenario2_alt,TOTAL,2133133
24,scenario3_alt,ATFL,104589
24,scenario3_alt,BHGR,56476
24,scenario3_alt,COYE,446660
24,scenario3_alt,LAZB,443950
24,scenario3_alt,NUWO,44937
24,scenario3_alt,SOSP,1347425
24,scenario3_alt,SPTO,666424
24,scenario3_alt,YBCH,43576
24,scenario3_alt,YEWA,263388
24,scenario3_alt,TOTAL,2263496
25,baseline,ATFL,58678
25,baseline,BHGR,79573
25,baseline,COYE,433599
25,baseline,LAZB,445231
25,baseline,NUWO,28734
25,baseline,SOSP,1842033
25,baseline,SPTO,299716
25,baseline,YBCH,2348
25,baseline,YEWA,30898
25,baseline,TOTAL,2319092
25,scenario1,ATFL,101049
25,scenario1,BHGR,143833
25,scenario1,COYE,480511
25,scenario1,LAZB,444243
25,scenario1,NUWO,96762
25,scenario1,SOSP,1882319
25,scenario1,SPTO,363777
25,scenario1,YBCH,2386
25,scenario1,YEWA,38034
25,scenario1,TOTAL,2408281
25,scenario2_alt,ATFL,50413
25,scenario2_alt,BHGR,72836
25,scenario2_alt,COYE,405268
25,scenario2_alt,LAZB,443713
25,scenario2_alt,NUWO,19875
25,scenario2_alt,SOSP,1930234
25,scenario2_alt,SPTO,320785
25,scenario2_alt,YBCH,2167
25,scenario2_alt,YEWA,28519
25,scenario2_alt,TOTAL,2380050
25,scenario3_alt,ATFL,96893
25,scenario3_alt,BHGR,143414
25,scenario3_alt,COYE,451681
25,scenario3_alt,LAZB,442691
25,scenario3_alt,NUWO,92975
25,scenario3_alt,SOSP,1958990
25,scenario3_alt,SPTO,402290
25,scenario3_alt,YBCH,2242
25,scenario3_alt,YEWA,36201
25,scenario3_alt,TOTAL,2461421
26,baseline,ATFL,50496
26,baseline,BHGR,26772
26,baseline,COYE,633427
26,baseline,LAZB,320885
26,baseline,NUWO,18443
26,baseline,SOSP,1308580
26,baseline,SPTO,320964
26,baseline,YBCH,3985
26,baseline,YEWA,56110
26,baseline,TOTAL,2007079
26,scenario1,ATFL,97070
26,scenario1,BHGR,46870
26,scenario1,COYE,667670
26,scenario1,LAZB,314040
26,scenario1,NUWO,53247
26,scenario1,SOSP,1325472
26,scenario1,SPTO,380595
26,scenario1,YBCH,4749
26,scenario1,YEWA,69192
26,scenario1,TOTAL,2071604
26,scenario2_alt,ATFL,41828
26,scenario2_alt,BHGR,22518
26,scenario2_alt,COYE,566068
26,scenario2_alt,LAZB,324082
26,scenario2_alt,NUWO,13846
26,scenario2_alt,SOSP,1255891
26,scenario2_alt,SPTO,423367
26,scenario2_alt,YBCH,2062
26,scenario2_alt,YEWA,58572
26,scenario2_alt,TOTAL,2005406
26,scenario3_alt,ATFL,96649
26,scenario3_alt,BHGR,43172
26,scenario3_alt,COYE,596396
26,scenario3_alt,LAZB,316031
26,scenario3_alt,NUWO,48852
26,scenario3_alt,SOSP,1283820
26,scenario3_alt,SPTO,487842
26,scenario3_alt,YBCH,3643
26,scenario3_alt,YEWA,76597
26,scenario3_alt,TOTAL,2068678
27,baseline,ATFL,33965
27,baseline,BHGR,54287
27,baseline,COYE,520311
27,baseline,LAZB,431682
27,baseline,NUWO,20455
27,baseline,SOSP,1967669
27,baseline,SPTO,556687
27,baseline,YBCH,8518
27,baseline,YEWA,192025
27,baseline,TOTAL,2567149
27,scenario1,ATFL,73264
27,scenario1,BHGR,85131
27,scenario1,COYE,583988
27,scenario1,LAZB,462110
27,scenario1,NUWO,65244
27,scenario1,SOSP,1948665
27,scenario1,SPTO,631858
27,scenario1,YBCH,11802
27,scenario1,YEWA,183568
27,scenario1,TOTAL,2602262
27,scenario2_alt,ATFL,29211
27,scenario2_alt,BHGR,47023
27,scenario2_alt,COYE,508942
27,scenario2_alt,LAZB,410647
27,scenario2_alt,NUWO,16720
27,scenario2_alt,SOSP,1939389
27,scenario2_alt,SPTO,748600
27,scenario2_alt,YBCH,7856
27,scenario2_alt,YEWA,176081
27,scenario2_alt,TOTAL,2597988
27,scenario3_alt,ATFL,76541
27,scenario3_alt,BHGR,82635
27,scenario3_alt,COYE,571570
27,scenario3_alt,LAZB,438966
27,scenario3_alt,NUWO,61869
27,scenario3_alt,SOSP,1916788
27,scenario3_alt,SPTO,824440
27,scenario3_alt,YBCH,10974
27,scenario3_alt,YEWA,172071
27,scenario3_alt,TOTAL,2630986
28,baseline,ATFL,48763
28,baseline,BHGR,65357
28,baseline,COYE,440209
28,baseline,LAZB,17649
28,baseline,NUWO,14556
28,baseline,SOSP,1612828
28,baseline,SPTO,459380
28,baseline,YBCH,1458
28,baseline,YEWA,78081
28,baseline,TOTAL,1952763
28,scenario1,ATFL,79641
28,scenario1,BHGR,104615
28,scenario1,COYE,487526
28,scenario1,LAZB,27378
28,scenario1,NUWO,44500
28,scenario1,SOSP,1640190
28,scenario1,SPTO,518515
28,scenario1,YBCH,1628
28,scenario1,YEWA,86181
28,scenario1,TOTAL,2032184
28,scenario2_alt,ATFL,41739
28,scenario2_alt,BHGR,56978
28,scenario2_alt,COYE,422999
28,scenario2_alt,LAZB,16128
28,scenario2_alt,NUWO,11682
28,scenario2_alt,SOSP,1634900
28,scenario2_alt,SPTO,607221
28,scenario2_alt,YBCH,338
28,scenario2_alt,YEWA,73319
28,scenario2_alt,TOTAL,2001588
28,scenario3_alt,ATFL,77635
28,scenario3_alt,BHGR,99623
28,scenario3_alt,COYE,473058
28,scenario3_alt,LAZB,27058
28,scenario3_alt,NUWO,43699
28,scenario3_alt,SOSP,1660022
28,scenario3_alt,SPTO,672424
28,scenario3_alt,YBCH,529
28,scenario3_alt,YEWA,82946
28,scenario3_alt,TOTAL,2079543
29,baseline,ATFL,33728
29,baseline,BHGR,33099
29,baseline,COYE,779454
29,baseline,LAZB,445761
29,baseline,NUWO,16819
29,baseline,SOSP,1029913
29,baseline,SPTO,216526
29,baseline,YBCH,0
29,baseline,YEWA,166512
29,baseline,TOTAL,1880521
29,scenario1,ATFL,75863
29,scenario1,BHGR,50285
29,scenario1,COYE,804538
29,scenario1,LAZB,453215
29,scenario1,NUWO,47367
29,scenario1,SOSP,1073784
29,scenario1,SPTO,299133
29,scenario1,YBCH,0
29,scenario1,YEWA,190729
29,scenario1,TOTAL,1970199
29,scenario2_alt,ATFL,29030
29,scenario2_alt,BHGR,29071
29,scenario2_alt,COYE,763119
29,scenario2_alt,LAZB,443029
29,scenario2_alt,NUWO,13152
29,scenario2_alt,SOSP,969844
29,scenario2_alt,SPTO,265687
29,scenario2_alt,YBCH,0
29,scenario2_alt,YEWA,179426
29,scenario2_alt,TOTAL,1869382
29,scenario3_alt,ATFL,74864
29,scenario3_alt,BHGR,49036
29,scenario3_alt,COYE,781625
29,scenario3_alt,LAZB,451117
29,scenario3_alt,NUWO,43564
29,scenario3_alt,SOSP,1014792
29,scenario3_alt,SPTO,359429
29,scenario3_alt,YBCH,0
29,scenario3_alt,YEWA,201739
29,scenario3_alt,TOTAL,1962233
30,baseline,ATFL,60677
30,baseline,BHGR,65070
30,baseline,COYE,573541
30,baseline,LAZB,17699
30,baseline,NUWO,22416
30,baseline,SOSP,1291137
30,baseline,SPTO,807142
30,baseline,YBCH,34
30,baseline,YEWA,32898
30,baseline,TOTAL,2017276
30,scenario1,ATFL,135210
30,scenario1,BHGR,101646
30,scenario1,COYE,621047
30,scenario1,LAZB,17848
30,scenario1,NUWO,57487
30,scenario1,SOSP,1335270
30,scenario1,SPTO,887982
30,scenario1,YBCH,37
30,scenario1,YEWA,42100
30,scenario1,TOTAL,2137282
30,scenario2_alt,ATFL,45957
30,scenario2_alt,BHGR,63815
30,scenario2_alt,COYE,548227
30,scenario2_alt,LAZB,18223
30,scenario2_alt,NUWO,16635
30,scenario2_alt,SOSP,1233775
30,scenario2_alt,SPTO,966312
30,scenario2_alt,YBCH,21
30,scenario2_alt,YEWA,29333
30,scenario2_alt,TOTAL,2052079
30,scenario3_alt,ATFL,129081
30,scenario3_alt,BHGR,105643
30,scenario3_alt,COYE,597238
30,scenario3_alt,LAZB,17973
30,scenario3_alt,NUWO,51498
30,scenario3_alt,SOSP,1291181
30,scenario3_alt,SPTO,1046002
30,scenario3_alt,YBCH,24
30,scenario3_alt,YEWA,42071
30,scenario3_alt,TOTAL,2172322
31,baseline,ATFL,35021
31,baseline,BHGR,40380
31,baseline,COYE,559280
31,baseline,LAZB,5989
31,baseline,NUWO,30195
31,baseline,SOSP,1172460
31,baseline,SPTO,378513
31,baseline,YBCH,5449
31,baseline,YEWA,173423
31,baseline,TOTAL,1717634
31,scenario1,ATFL,77422
31,scenario1,BHGR,77476
31,scenario1,COYE,594640
31,scenario1,LAZB,9245
31,scenario1,NUWO,71905
31,scenario1,SOSP,1230117
31,scenario1,SPTO,486212
31,scenario1,YBCH,5928
31,scenario1,YEWA,181000
31,scenario1,TOTAL,1826697
31,scenario2_alt,ATFL,28082
31,scenario2_alt,BHGR,36955
31,scenario2_alt,COYE,542453
31,scenario2_alt,LAZB,5020
31,scenario2_alt,NUWO,23458
31,scenario2_alt,SOSP,1122647
31,scenario2_alt,SPTO,474060
31,scenario2_alt,YBCH,4045
31,scenario2_alt,YEWA,179856
31,scenario2_alt,TOTAL,1715521
31,scenario3_alt,ATFL,76453
31,scenario3_alt,BHGR,80092
31,scenario3_alt,COYE,576240
31,scenario3_alt,LAZB,9613
31,scenario3_alt,NUWO,64151
31,scenario3_alt,SOSP,1210543
31,scenario3_alt,SPTO,608095
31,scenario3_alt,YBCH,4431
31,scenario3_alt,YEWA,184978
31,scenario3_alt,TOTAL,1854830
32,baseline,ATFL,35433
32,baseline,BHGR,76528
32,baseline,COYE,408145
32,baseline,LAZB,437436
32,baseline,NUWO,18937
32,baseline,SOSP,1271309
32,baseline,SPTO,266187
32,baseline,YBCH,643
32,baseline,YEWA,107182
32,baseline,TOTAL,1975109
32,scenario1,ATFL,71905
32,scenario1,BHGR,106034
32,scenario1,COYE,455701
32,scenario1,LAZB,437436
32,scenario1,NUWO,57530
32,scenario1,SOSP,1341723
32,scenario1,SPTO,329166
32,scenario1,YBCH,667
32,scenario1,YEWA,108420
32,scenario1,TOTAL,2095896
32,scenario2_alt,ATFL,29253
32,scenario2_alt,BHGR,66027
32,scenario2_alt,COYE,384532
32,scenario2_alt,LAZB,437436
32,scenario2_alt,NUWO,14513
32,scenario2_alt,SOSP,1206473
32,scenario2_alt,SPTO,312868
32,scenario2_alt,YBCH,615
32,scenario2_alt,YEWA,104792
32,scenario2_alt,TOTAL,1946155
32,scenario3_alt,ATFL,70365
32,scenario3_alt,BHGR,105012
32,scenario3_alt,COYE,433811
32,scenario3_alt,LAZB,437436
32,scenario3_alt,NUWO,52664
32,scenario3_alt,SOSP,1303187
32,scenario3_alt,SPTO,397015
32,scenario3_alt,YBCH,637
32,scenario3_alt,YEWA,107930
32,scenario3_alt,TOTAL,2098628
33,baseline,ATFL,47091
33,baseline,BHGR,55314
33,baseline,COYE,443879
33,baseline,LAZB,13601
33,baseline,NUWO,13597
33,baseline,SOSP,1737926
33,baseline,SPTO,417465
33,baseline,YBCH,400
33,baseline,YEWA,30029
33,baseline,TOTAL,2070641
33,scenario1,ATFL,83747
33,scenario1,BHGR,107401
33,scenario1,COYE,492299
33,scenario1,LAZB,27309
33,scenario1,NUWO,38798
33,scenario1,SOSP,1675222
33,scenario1,SPTO,497688
33,scenario1,YBCH,398
33,scenario1,YEWA,34057
33,scenario1,TOTAL,2096676
33,scenario2_alt,ATFL,39756
33,scenario2_alt,BHGR,49627
33,scenario2_alt,COYE,422103
33,scenario2_alt,LAZB,12080
33,scenario2_alt,NUWO,11171
33,scenario2_alt,SOSP,1679660
33,scenario2_alt,SPTO,531521
33,scenario2_alt,YBCH,341
33,scenario2_alt,YEWA,28409
33,scenario2_alt,TOTAL,2074095
33,scenario3_alt,ATFL,83741
33,scenario3_alt,BHGR,112426
33,scenario3_alt,COYE,472355
33,scenario3_alt,LAZB,25579
33,scenario3_alt,NUWO,36387
33,scenario3_alt,SOSP,1621878
33,scenario3_alt,SPTO,619444
33,scenario3_alt,YBCH,334
33,scenario3_alt,YEWA,33443
33,scenario3_alt,TOTAL,2114156
34,baseline,ATFL,37049
34,baseline,BHGR,31508
34,baseline,COYE,361967
34,baseline,LAZB,33276
34,baseline,NUWO,17511
34,baseline,SOSP,1095294
34,baseline,SPTO,272881
34,baseline,YBCH,229
34,baseline,YEWA,213970
34,baseline,TOTAL,1528032
34,scenario1,ATFL,65871
34,scenario1,BHGR,80367
34,scenario1,COYE,406117
34,scenario1,LAZB,41272
34,scenario1,NUWO,49759
34,scenario1,SOSP,1113089
34,scenario1,SPTO,355237
34,scenario1,YBCH,229
34,scenario1,YEWA,208182
34,scenario1,TOTAL,1591201
34,scenario2_alt,ATFL,33177
34,scenario2_alt,BHGR,26825
34,scenario2_alt,COYE,351676
34,scenario2_alt,LAZB,29862
34,scenario2_alt,NUWO,14281
34,scenario2_alt,SOSP,1122359
34,scenario2_alt,SPTO,327107
34,scenario2_alt,YBCH,222
34,scenario2_alt,YEWA,203076
34,scenario2_alt,TOTAL,1559376
34,scenario3_alt,ATFL,65874
34,scenario3_alt,BHGR,82302
34,scenario3_alt,COYE,396439
34,scenario3_alt,LAZB,37362
34,scenario3_alt,NUWO,46406
34,scenario3_alt,SOSP,1141890
34,scenario3_alt,SPTO,428746
34,scenario3_alt,YBCH,225
34,scenario3_alt,YEWA,203508
34,scenario3_alt,TOTAL,1638547
35,baseline,ATFL,47229
35,baseline,BHGR,30914
35,baseline,COYE,435490
35,baseline,LAZB,353548
35,baseline,NUWO,14525
35,baseline,SOSP,1558886
35,baseline,SPTO,344879
35,baseline,YBCH,3911
35,baseline,YEWA,113264
35,baseline,TOTAL,2178445
35,scenario1,ATFL,93161
35,scenario1,BHGR,57668
35,scenario1,COYE,471058
35,scenario1,LAZB,357094
35,scenario1,NUWO,46304
35,scenario1,SOSP,1593502
35,scenario1,SPTO,426088
35,scenario1,YBCH,4351
35,scenario1,YEWA,128608
35,scenario1,TOTAL,2259595
35,scenario2_alt,ATFL,46167
35,scenario2_alt,BHGR,26660
35,scenario2_alt,COYE,414132
35,scenario2_alt,LAZB,356715
35,scenario2_alt,NUWO,10469
35,scenario2_alt,SOSP,1463380
35,scenario2_alt,SPTO,345722
35,scenario2_alt,YBCH,3378
35,scenario2_alt,YEWA,117727
35,scenario2_alt,TOTAL,2091648
35,scenario3_alt,ATFL,98849
35,scenario3_alt,BHGR,56232
35,scenario3_alt,COYE,451582
35,scenario3_alt,LAZB,359893
35,scenario3_alt,NUWO,41808
35,scenario3_alt,SOSP,1525358
35,scenario3_alt,SPTO,448213
35,scenario3_alt,YBCH,3819
35,scenario3_alt,YEWA,135652
35,scenario3_alt,TOTAL,2206788
36,baseline,ATFL,25437
36,baseline,BHGR,17815
36,baseline,COYE,349218
36,baseline,LAZB,9454
36,baseline,NUWO,22770
36,baseline,SOSP,1371376
36,baseline,SPTO,444873
36,baseline,YBCH,261
36,baseline,YEWA,87666
36,baseline,TOTAL,1803211
36,scenario1,ATFL,46434
36,scenario1,BHGR,49946
36,scenario1,COYE,390608
36,scenario1,LAZB,14493
36,scenario1,NUWO,65576
36,scenario1,SOSP,1368508
36,scenario1,SPTO,518730
36,scenario1,YBCH,261
36,scenario1,YEWA,84797
36,scenario1,TOTAL,1873733
36,scenario2_alt,ATFL,21826
36,scenario2_alt,BHGR,14875
36,scenario2_alt,COYE,338246
36,scenario2_alt,LAZB,9036
36,scenario2_alt,NUWO,17735
36,scenario2_alt,SOSP,1274512
36,scenario2_alt,SPTO,575625
36,scenario2_alt,YBCH,235
36,scenario2_alt,YEWA,95738
36,scenario2_alt,TOTAL,1815467
36,scenario3_alt,ATFL,45800
36,scenario3_alt,BHGR,46772
36,scenario3_alt,COYE,380929
36,scenario3_alt,LAZB,14138
36,scenario3_alt,NUWO,60019
36,scenario3_alt,SOSP,1274856
36,scenario3_alt,SPTO,658003
36,scenario3_alt,YBCH,235
36,scenario3_alt,YEWA,89397
36,scenario3_alt,TOTAL,1887667
37,baseline,ATFL,46430
37,baseline,BHGR,43020
37,baseline,COYE,454487
37,baseline,LAZB,13812
37,baseline,NUWO,29671
37,baseline,SOSP,1449318
37,baseline,SPTO,440155
37,baseline,YBCH,143919
37,baseline,YEWA,123450
37,baseline,TOTAL,1881024
37,scenario1,ATFL,67844
37,scenario1,BHGR,77718
37,scenario1,COYE,500346
37,scenario1,LAZB,19041
37,scenario1,NUWO,80896
37,scenario1,SOSP,1450968
37,scenario1,SPTO,499810
37,scenario1,YBCH,135031
37,scenario1,YEWA,137245
37,scenario1,TOTAL,1936879
37,scenario2_alt,ATFL,40658
37,scenario2_alt,BHGR,37767
37,scenario2_alt,COYE,402669
37,scenario2_alt,LAZB,10936
37,scenario2_alt,NUWO,21573
37,scenario2_alt,SOSP,1365022
37,scenario2_alt,SPTO,468195
37,scenario2_alt,YBCH,149256
37,scenario2_alt,YEWA,121452
37,scenario2_alt,TOTAL,1824367
37,scenario3_alt,ATFL,65571
37,scenario3_alt,BHGR,76554
37,scenario3_alt,COYE,449561
37,scenario3_alt,LAZB,16953
37,scenario3_alt,NUWO,74038
37,scenario3_alt,SOSP,1376140
37,scenario3_alt,SPTO,526925
37,scenario3_alt,YBCH,137677
37,scenario3_alt,YEWA,132747
37,scenario3_alt,TOTAL,1886775
38,baseline,ATFL,62411
38,baseline,BHGR,57334
38,baseline,COYE,632067
38,baseline,LAZB,3478
38,baseline,NUWO,13363
38,baseline,SOSP,1851831
38,baseline,SPTO,518555
38,baseline,YBCH,174
38,baseline,YEWA,21686
38,baseline,TOTAL,2345942
38,scenario1,ATFL,102553
38,scenario1,BHGR,88337
38,scenario1,COYE,670697
38,scenario1,LAZB,6382
38,scenario1,NUWO,50124
38,scenario1,SOSP,1855148
38,scenario1,SPTO,588906
38,scenario1,YBCH,205
38,scenario1,YEWA,29075
38,scenario1,TOTAL,2403139
38,scenario2_alt,ATFL,58735
38,scenario2_alt,BHGR,51151
38,scenario2_alt,COYE,581017
38,scenario2_alt,LAZB,3093
38,scenario2_alt,NUWO,11049
38,scenario2_alt,SOSP,1688945
38,scenario2_alt,SPTO,632625
38,scenario2_alt,YBCH,157
38,scenario2_alt,YEWA,22238
38,scenario2_alt,TOTAL,2259147
38,scenario3_alt,ATFL,106234
38,scenario3_alt,BHGR,87781
38,scenario3_alt,COYE,618295
38,scenario3_alt,LAZB,4752
38,scenario3_alt,NUWO,46120
38,scenario3_alt,SOSP,1712439
38,scenario3_alt,SPTO,709063
38,scenario3_alt,YBCH,190
38,scenario3_alt,YEWA,32214
38,scenario3_alt,TOTAL,2336034
39,baseline,ATFL,98907
39,baseline,BHGR,23996
39,baseline,COYE,400743
39,baseline,LAZB,19962
39,baseline,NUWO,12705
39,baseline,SOSP,1188764
39,baseline,SPTO,411134
39,baseline,YBCH,721772
39,baseline,YEWA,27946
39,baseline,TOTAL,1874986
39,scenario1,ATFL,152399
39,scenario1,BHGR,45992
39,scenario1,COYE,439493
39,scenario1,LAZB,46284
39,scenario1,NUWO,49732
39,scenario1,SOSP,1280780
39,scenario1,SPTO,515095
39,scenario1,YBCH,726108
39,scenario1,YEWA,30594
39,scenario1,TOTAL,1984502
39,scenario2_alt,ATFL,83373
39,scenario2_alt,BHGR,22338
39,scenario2_alt,COYE,372128
39,scenario2_alt,LAZB,17927
39,scenario2_alt,NUWO,10104
39,scenario2_alt,SOSP,1179932
39,scenario2_alt,SPTO,451227
39,scenario2_alt,YBCH,595765
39,scenario2_alt,YEWA,35991
39,scenario2_alt,TOTAL,1796353
39,scenario3_alt,ATFL,144678
39,scenario3_alt,BHGR,47693
39,scenario3_alt,COYE,414069
39,scenario3_alt,LAZB,48915
39,scenario3_alt,NUWO,46447
39,scenario3_alt,SOSP,1311807
39,scenario3_alt,SPTO,578593
39,scenario3_alt,YBCH,587675
39,scenario3_alt,YEWA,40231
39,scenario3_alt,TOTAL,1951767
40,baseline,ATFL,52003
40,baseline,BHGR,49112
40,baseline,COYE,383958
40,baseline,LAZB,476895
40,baseline,NUWO,17052
40,baseline,SOSP,2170832
40,baseline,SPTO,266627
40,baseline,YBCH,1185
40,baseline,YEWA,235698
40,baseline,TOTAL,2546497
40,scenario1,ATFL,88354
40,scenario1,BHGR,82570
40,scenario1,COYE,436280
40,scenario1,LAZB,477358
40,scenario1,NUWO,50900
40,scenario1,SOSP,2183578
40,scenario1,SPTO,348987
40,scenario1,YBCH,1214
40,scenario1,YEWA,216424
40,scenario1,TOTAL,2592065
40,scenario2_alt,ATFL,45098
40,scenario2_alt,BHGR,44888
40,scenario2_alt,COYE,355728
40,scenario2_alt,LAZB,476765
40,scenario2_alt,NUWO,13523
40,scenario2_alt,SOSP,2195030
40,scenario2_alt,SPTO,319407
40,scenario2_alt,YBCH,1176
40,scenario2_alt,YEWA,223093
40,scenario2_alt,TOTAL,2578559
40,scenario3_alt,ATFL,87411
40,scenario3_alt,BHGR,84035
40,scenario3_alt,COYE,406519
40,scenario3_alt,LAZB,477287
40,scenario3_alt,NUWO,48739
40,scenario3_alt,SOSP,2202990
40,scenario3_alt,SPTO,439148
40,scenario3_alt,YBCH,1195
40,scenario3_alt,YEWA,203617
40,scenario3_alt,TOTAL,2621888
41,baseline,ATFL,50101
41,baseline,BHGR,109355
41,baseline,COYE,427525
41,baseline,LAZB,12763
41,baseline,NUWO,25252
41,baseline,SOSP,1397514
41,baseline,SPTO,160612
41,baseline,YBCH,972
41,baseline,YEWA,37472
41,baseline,TOTAL,1623965
41,scenario1,ATFL,75585
41,scenario1,BHGR,179037
41,scenario1,COYE,454374
41,scenario1,LAZB,18840
41,scenario1,NUWO,58150
41,scenario1,SOSP,1438531
41,scenario1,SPTO,216770
41,scenario1,YBCH,974
41,scenario1,YEWA,41832
41,scenario1,TOTAL,1721935
41,scenario2_alt,ATFL,44240
41,scenario2_alt,BHGR,100374
41,scenario2_alt,COYE,404869
41,scenario2_alt,LAZB,11484
41,scenario2_alt,NUWO,19280
41,scenario2_alt,SOSP,1286751
41,scenario2_alt,SPTO,170667
41,scenario2_alt,YBCH,935
41,scenario2_alt,YEWA,36896
41,scenario2_alt,TOTAL,1512418
41,scenario3_alt,ATFL,75194
41,scenario3_alt,BHGR,178976
41,scenario3_alt,COYE,434488
41,scenario3_alt,LAZB,18941
41,scenario3_alt,NUWO,53350
41,scenario3_alt,SOSP,1337236
41,scenario3_alt,SPTO,250955
41,scenario3_alt,YBCH,938
41,scenario3_alt,YEWA,43595
41,scenario3_alt,TOTAL,1636953
42,baseline,ATFL,38988
42,baseline,BHGR,51723
42,baseline,COYE,682922
42,baseline,LAZB,108
42,baseline,NUWO,25322
42,baseline,SOSP,1326656
42,baseline,SPTO,724703
42,baseline,YBCH,24491
42,baseline,YEWA,265198
42,baseline,TOTAL,2155041
42,scenario1,ATFL,84316
42,scenario1,BHGR,92070
42,scenario1,COYE,731863
42,scenario1,LAZB,680
42,scenario1,NUWO,54415
42,scenario1,SOSP,1326481
42,scenario1,SPTO,783983
42,scenario1,YBCH,24491
42,scenario1,YEWA,260623
42,scenario1,TOTAL,2209687
42,scenario2_alt,ATFL,32506
42,scenario2_alt,BHGR,47559
42,scenario2_alt,COYE,626644
42,scenario2_alt,LAZB,42
42,scenario2_alt,NUWO,16398
42,scenario2_alt,SOSP,1286858
42,scenario2_alt,SPTO,968189
42,scenario2_alt,YBCH,24151
42,scenario2_alt,YEWA,251360
42,scenario2_alt,TOTAL,2257850
42,scenario3_alt,ATFL,82434
42,scenario3_alt,BHGR,94838
42,scenario3_alt,COYE,679292
42,scenario3_alt,LAZB,613
42,scenario3_alt,NUWO,45820
42,scenario3_alt,SOSP,1288399
42,scenario3_alt,SPTO,1023155
42,scenario3_alt,YBCH,24148
42,scenario3_alt,YEWA,248829
42,scenario3_alt,TOTAL,2306252
43,baseline,ATFL,51418
43,baseline,BHGR,34471
43,baseline,COYE,458870
43,baseline,LAZB,15919
43,baseline,NUWO,30099
43,baseline,SOSP,1483910
43,baseline,SPTO,272972
43,baseline,YBCH,84940
43,baseline,YEWA,26885
43,baseline,TOTAL,1813705
43,scenario1,ATFL,80884
43,scenario1,BHGR,64818
43,scenario1,COYE,494578
43,scenario1,LAZB,25054
43,scenario1,NUWO,66261
43,scenario1,SOSP,1505913
43,scenario1,SPTO,328886
43,scenario1,YBCH,86858
43,scenario1,YEWA,31412
43,scenario1,TOTAL,1892645
43,scenario2_alt,ATFL,46019
43,scenario2_alt,BHGR,31663
