n,scenario,spp,value
33,scenario3_alt,TOTAL,560100
34,baseline,dblr,310670
34,baseline,shore,266638
34,baseline,cicon,644406
34,baseline,crane,138804
34,baseline,geese,322492
34,baseline,divduck,65524
34,baseline,TOTAL,725977
34,scenario1,dblr,348970
34,scenario1,shore,297939
34,scenario1,cicon,675804
34,scenario1,crane,130293
34,scenario1,geese,330493
34,scenario1,divduck,93409
34,scenario1,TOTAL,753919
34,scenario2_alt,dblr,303836
34,scenario2_alt,shore,267889
34,scenario2_alt,cicon,639818
34,scenario2_alt,crane,138848
34,scenario2_alt,geese,330627
34,scenario2_alt,divduck,68453
34,scenario2_alt,TOTAL,699805
34,scenario3_alt,dblr,342192
34,scenario3_alt,shore,297114
34,scenario3_alt,cicon,667265
34,scenario3_alt,crane,129627
34,scenario3_alt,geese,334686
34,scenario3_alt,divduck,95721
34,scenario3_alt,TOTAL,724303
35,baseline,dblr,287228
35,baseline,shore,246073
35,baseline,cicon,733057
35,baseline,crane,97011
35,baseline,geese,172189
35,baseline,divduck,113852
35,baseline,TOTAL,775225
35,scenario1,dblr,323278
35,scenario1,shore,283435
35,scenario1,cicon,761269
35,scenario1,crane,84005
35,scenario1,geese,157888
35,scenario1,divduck,141686
35,scenario1,TOTAL,802179
35,scenario2_alt,dblr,275260
35,scenario2_alt,shore,241978
35,scenario2_alt,cicon,714018
35,scenario2_alt,crane,93256
35,scenario2_alt,geese,174407
35,scenario2_alt,divduck,111430
35,scenario2_alt,TOTAL,744162
35,scenario3_alt,dblr,311196
35,scenario3_alt,shore,279048
35,scenario3_alt,cicon,734761
35,scenario3_alt,crane,81496
35,scenario3_alt,geese,159157
35,scenario3_alt,divduck,138307
35,scenario3_alt,TOTAL,766237
36,baseline,dblr,354583
36,baseline,shore,215055
36,baseline,cicon,492809
36,baseline,crane,71080
36,baseline,geese,211067
36,baseline,divduck,123518
36,baseline,TOTAL,664200
36,scenario1,dblr,395096
36,scenario1,shore,207083
36,scenario1,cicon,534491
36,scenario1,crane,66937
36,scenario1,geese,206896
36,scenario1,divduck,149534
36,scenario1,TOTAL,706403
36,scenario2_alt,dblr,344181
36,scenario2_alt,shore,204529
36,scenario2_alt,cicon,469811
36,scenario2_alt,crane,76414
36,scenario2_alt,geese,232248
36,scenario2_alt,divduck,121062
36,scenario2_alt,TOTAL,632574
36,scenario3_alt,dblr,384679
36,scenario3_alt,shore,197484
36,scenario3_alt,cicon,508391
36,scenario3_alt,crane,70876
36,scenario3_alt,geese,225162
36,scenario3_alt,divduck,144470
36,scenario3_alt,TOTAL,669608
37,baseline,dblr,284308
37,baseline,shore,199329
37,baseline,cicon,278114
37,baseline,crane,289454
37,baseline,geese,180663
37,baseline,divduck,83376
37,baseline,TOTAL,630479
37,scenario1,dblr,321286
37,scenario1,shore,190856
37,scenario1,cicon,314781
37,scenario1,crane,280007
37,scenario1,geese,194838
37,scenario1,divduck,111142
37,scenario1,TOTAL,655959
37,scenario2_alt,dblr,269513
37,scenario2_alt,shore,200167
37,scenario2_alt,cicon,304409
37,scenario2_alt,crane,267535
37,scenario2_alt,geese,204653
37,scenario2_alt,divduck,72608
37,scenario2_alt,TOTAL,600369
37,scenario3_alt,dblr,306519
37,scenario3_alt,shore,188834
37,scenario3_alt,cicon,341097
37,scenario3_alt,crane,258945
37,scenario3_alt,geese,214282
37,scenario3_alt,divduck,100590
37,scenario3_alt,TOTAL,623999
38,baseline,dblr,253921
38,baseline,shore,216823
38,baseline,cicon,173396
38,baseline,crane,83287
38,baseline,geese,146025
38,baseline,divduck,118313
38,baseline,TOTAL,441034
38,scenario1,dblr,289787
38,scenario1,shore,245368
38,scenario1,cicon,213966
38,scenario1,crane,76773
38,scenario1,geese,150855
38,scenario1,divduck,146541
38,scenario1,TOTAL,480153
38,scenario2_alt,dblr,245535
38,scenario2_alt,shore,247965
38,scenario2_alt,cicon,192160
38,scenario2_alt,crane,100644
38,scenario2_alt,geese,153715
38,scenario2_alt,divduck,116456
38,scenario2_alt,TOTAL,439109
38,scenario3_alt,dblr,281089
38,scenario3_alt,shore,280194
38,scenario3_alt,cicon,233728
38,scenario3_alt,crane,93548
38,scenario3_alt,geese,157104
38,scenario3_alt,divduck,143426
38,scenario3_alt,TOTAL,478110
39,baseline,dblr,179572
39,baseline,shore,133583
39,baseline,cicon,110731
39,baseline,crane,215993
39,baseline,geese,83563
39,baseline,divduck,115229
39,baseline,TOTAL,398371
39,scenario1,dblr,205871
39,scenario1,shore,132387
39,scenario1,cicon,165113
39,scenario1,crane,209552
39,scenario1,geese,95280
39,scenario1,divduck,145161
39,scenario1,TOTAL,439908
39,scenario2_alt,dblr,175066
39,scenario2_alt,shore,138521
39,scenario2_alt,cicon,138499
39,scenario2_alt,crane,199013
39,scenario2_alt,geese,90155
39,scenario2_alt,divduck,110956
39,scenario2_alt,TOTAL,384745
39,scenario3_alt,dblr,199559
39,scenario3_alt,shore,135817
39,scenario3_alt,cicon,196750
39,scenario3_alt,crane,191616
39,scenario3_alt,geese,103623
39,scenario3_alt,divduck,139964
39,scenario3_alt,TOTAL,428090
40,baseline,dblr,297380
40,baseline,shore,241160
40,baseline,cicon,895019
40,baseline,crane,169020
40,baseline,geese,130103
40,baseline,divduck,47280
40,baseline,TOTAL,900861
40,scenario1,dblr,334120
40,scenario1,shore,274696
40,scenario1,cicon,924579
40,scenario1,crane,166151
40,scenario1,geese,140622
40,scenario1,divduck,63091
40,scenario1,TOTAL,929468
40,scenario2_alt,dblr,289755
40,scenario2_alt,shore,253455
40,scenario2_alt,cicon,838480
40,scenario2_alt,crane,163641
40,scenario2_alt,geese,149731
40,scenario2_alt,divduck,52820
40,scenario2_alt,TOTAL,844130
40,scenario3_alt,dblr,326560
40,scenario3_alt,shore,286634
40,scenario3_alt,cicon,868926
40,scenario3_alt,crane,159400
40,scenario3_alt,geese,159688
40,scenario3_alt,divduck,70642
40,scenario3_alt,TOTAL,873082
41,baseline,dblr,275239
41,baseline,shore,268959
41,baseline,cicon,66296
41,baseline,crane,275438
41,baseline,geese,294883
41,baseline,divduck,107165
41,baseline,TOTAL,511633
41,scenario1,dblr,313447
41,scenario1,shore,303419
41,scenario1,cicon,87426
41,scenario1,crane,260322
41,scenario1,geese,319881
41,scenario1,divduck,136352
41,scenario1,TOTAL,536644
41,scenario2_alt,dblr,263143
41,scenario2_alt,shore,258401
41,scenario2_alt,cicon,79702
41,scenario2_alt,crane,253146
41,scenario2_alt,geese,290202
41,scenario2_alt,divduck,104046
41,scenario2_alt,TOTAL,485645
41,scenario3_alt,dblr,301236
41,scenario3_alt,shore,292155
41,scenario3_alt,cicon,97355
41,scenario3_alt,crane,237881
41,scenario3_alt,geese,313505
41,scenario3_alt,divduck,132621
41,scenario3_alt,TOTAL,509941
42,baseline,dblr,245678
42,baseline,shore,218507
42,baseline,cicon,707048
42,baseline,crane,198004
42,baseline,geese,111512
42,baseline,divduck,95349
42,baseline,TOTAL,772470
42,scenario1,dblr,287515
42,scenario1,shore,254514
42,scenario1,cicon,753089
42,scenario1,crane,190039
42,scenario1,geese,100538
42,scenario1,divduck,123581
42,scenario1,TOTAL,810123
42,scenario2_alt,dblr,243178
42,scenario2_alt,shore,226239
42,scenario2_alt,cicon,698394
42,scenario2_alt,crane,174467
42,scenario2_alt,geese,119303
42,scenario2_alt,divduck,93256
42,scenario2_alt,TOTAL,738318
42,scenario3_alt,dblr,284950
42,scenario3_alt,shore,262278
42,scenario3_alt,cicon,736756
42,scenario3_alt,crane,166452
42,scenario3_alt,geese,109072
42,scenario3_alt,divduck,120863
42,scenario3_alt,TOTAL,769324
43,baseline,dblr,313473
43,baseline,shore,211797
43,baseline,cicon,284059
43,baseline,crane,78964
43,baseline,geese,216815
43,baseline,divduck,58152
43,baseline,TOTAL,515637
43,scenario1,dblr,357644
43,scenario1,shore,245595
43,scenario1,cicon,343404
43,scenario1,crane,69533
43,scenario1,geese,220808
43,scenario1,divduck,76759
43,scenario1,TOTAL,562891
43,scenario2_alt,dblr,307510
43,scenario2_alt,shore,195274
43,scenario2_alt,cicon,315657
43,scenario2_alt,crane,77767
43,scenario2_alt,geese,228494
43,scenario2_alt,divduck,61044
43,scenario2_alt,TOTAL,521472
43,scenario3_alt,dblr,351989
43,scenario3_alt,shore,233529
43,scenario3_alt,cicon,373714
43,scenario3_alt,crane,69282
43,scenario3_alt,geese,229414
43,scenario3_alt,divduck,78259
43,scenario3_alt,TOTAL,567312
44,baseline,dblr,320227
44,baseline,shore,309474
44,baseline,cicon,472414
44,baseline,crane,224314
44,baseline,geese,34410
44,baseline,divduck,135588
44,baseline,TOTAL,716648
44,scenario1,dblr,359559
44,scenario1,shore,336963
44,scenario1,cicon,503394
44,scenario1,crane,215773
44,scenario1,geese,35311
44,scenario1,divduck,165663
44,scenario1,TOTAL,742243
44,scenario2_alt,dblr,303984
44,scenario2_alt,shore,313069
44,scenario2_alt,cicon,476079
44,scenario2_alt,crane,204704
44,scenario2_alt,geese,50306
44,scenario2_alt,divduck,133665
44,scenario2_alt,TOTAL,683205
44,scenario3_alt,dblr,343927
44,scenario3_alt,shore,343197
44,scenario3_alt,cicon,502852
44,scenario3_alt,crane,196269
44,scenario3_alt,geese,51027
44,scenario3_alt,divduck,162135
44,scenario3_alt,TOTAL,702593
45,baseline,dblr,270733
45,baseline,shore,114105
45,baseline,cicon,158955
45,baseline,crane,66733
45,baseline,geese,105142
45,baseline,divduck,129857
45,baseline,TOTAL,367829
45,scenario1,dblr,307330
45,scenario1,shore,137985
45,scenario1,cicon,195276
45,scenario1,crane,63405
45,scenario1,geese,105885
45,scenario1,divduck,166177
45,scenario1,TOTAL,405562
45,scenario2_alt,dblr,259607
45,scenario2_alt,shore,117193
45,scenario2_alt,cicon,161015
45,scenario2_alt,crane,65527
45,scenario2_alt,geese,125562
45,scenario2_alt,divduck,123479
45,scenario2_alt,TOTAL,363682
45,scenario3_alt,dblr,296158
45,scenario3_alt,shore,141348
45,scenario3_alt,cicon,197923
45,scenario3_alt,crane,62001
45,scenario3_alt,geese,125118
45,scenario3_alt,divduck,157647
45,scenario3_alt,TOTAL,400325
46,baseline,dblr,332363
46,baseline,shore,249703
46,baseline,cicon,236282
46,baseline,crane,81468
46,baseline,geese,163670
46,baseline,divduck,62547
46,baseline,TOTAL,534966
46,scenario1,dblr,376587
46,scenario1,shore,277327
46,scenario1,cicon,280379
46,scenario1,crane,75193
46,scenario1,geese,160512
46,scenario1,divduck,80655
46,scenario1,TOTAL,564860
46,scenario2_alt,dblr,321380
46,scenario2_alt,shore,276325
46,scenario2_alt,cicon,238605
46,scenario2_alt,crane,81475
46,scenario2_alt,geese,191787
46,scenario2_alt,divduck,63591
46,scenario2_alt,TOTAL,530277
46,scenario3_alt,dblr,364746
46,scenario3_alt,shore,306461
46,scenario3_alt,cicon,282538
46,scenario3_alt,crane,74174
46,scenario3_alt,geese,195651
46,scenario3_alt,divduck,84451
46,scenario3_alt,TOTAL,558589
47,baseline,dblr,260388
47,baseline,shore,156184
47,baseline,cicon,474795
47,baseline,crane,137824
47,baseline,geese,206458
47,baseline,divduck,61331
47,baseline,TOTAL,682585
47,scenario1,dblr,299095
47,scenario1,shore,183648
47,scenario1,cicon,559809
47,scenario1,crane,128069
47,scenario1,geese,205529
47,scenario1,divduck,89268
47,scenario1,TOTAL,749211
47,scenario2_alt,dblr,262747
47,scenario2_alt,shore,167139
47,scenario2_alt,cicon,469551
47,scenario2_alt,crane,131109
47,scenario2_alt,geese,227993
47,scenario2_alt,divduck,61060
47,scenario2_alt,TOTAL,656134
47,scenario3_alt,dblr,300605
47,scenario3_alt,shore,191238
47,scenario3_alt,cicon,555880
47,scenario3_alt,crane,121136
47,scenario3_alt,geese,226516
47,scenario3_alt,divduck,88719
47,scenario3_alt,TOTAL,722416
48,baseline,dblr,209795
48,baseline,shore,144714
48,baseline,cicon,732168
48,baseline,crane,135770
48,baseline,geese,420859
48,baseline,divduck,114975
48,baseline,TOTAL,785743
48,scenario1,dblr,249023
48,scenario1,shore,170648
48,scenario1,cicon,741225
48,scenario1,crane,129193
48,scenario1,geese,436623
48,scenario1,divduck,144068
48,scenario1,TOTAL,801819
48,scenario2_alt,dblr,219273
48,scenario2_alt,shore,179885
48,scenario2_alt,cicon,705375
48,scenario2_alt,crane,148445
48,scenario2_alt,geese,408372
48,scenario2_alt,divduck,113766
48,scenario2_alt,TOTAL,758776
48,scenario3_alt,dblr,256988
48,scenario3_alt,shore,210139
48,scenario3_alt,cicon,715627
48,scenario3_alt,crane,143344
48,scenario3_alt,geese,423885
48,scenario3_alt,divduck,141673
48,scenario3_alt,TOTAL,771727
49,baseline,dblr,293359
49,baseline,shore,258247
49,baseline,cicon,225612
49,baseline,crane,40461
49,baseline,geese,208165
49,baseline,divduck,126246
49,baseline,TOTAL,500551
49,scenario1,dblr,332402
49,scenario1,shore,287266
49,scenario1,cicon,255625
49,scenario1,crane,37791
49,scenario1,geese,219213
49,scenario1,divduck,153162
49,scenario1,TOTAL,534406
49,scenario2_alt,dblr,278977
49,scenario2_alt,shore,254416
49,scenario2_alt,cicon,256289
49,scenario2_alt,crane,33878
49,scenario2_alt,geese,203032
49,scenario2_alt,divduck,124192
49,scenario2_alt,TOTAL,486539
49,scenario3_alt,dblr,317466
49,scenario3_alt,shore,285382
49,scenario3_alt,cicon,283974
49,scenario3_alt,crane,31564
49,scenario3_alt,geese,214442
49,scenario3_alt,divduck,149501
49,scenario3_alt,TOTAL,519600
50,baseline,dblr,299175
50,baseline,shore,141846
50,baseline,cicon,774331
50,baseline,crane,23108
50,baseline,geese,147739
50,baseline,divduck,120399
50,baseline,TOTAL,797857
50,scenario1,dblr,338537
50,scenario1,shore,159565
50,scenario1,cicon,796205
50,scenario1,crane,24169
50,scenario1,geese,142971
50,scenario1,divduck,146282
50,scenario1,TOTAL,819323
50,scenario2_alt,dblr,288392
50,scenario2_alt,shore,144089
50,scenario2_alt,cicon,732833
50,scenario2_alt,crane,20241
50,scenario2_alt,geese,183806
50,scenario2_alt,divduck,114454
50,scenario2_alt,TOTAL,752594
50,scenario3_alt,dblr,327862
50,scenario3_alt,shore,158910
50,scenario3_alt,cicon,754247
50,scenario3_alt,crane,20391
50,scenario3_alt,geese,178848
50,scenario3_alt,divduck,140259
50,scenario3_alt,TOTAL,774144
