scenario,ZONE,CODE_NAME,LABEL,area
scenario1_restoration,Sacramento,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,219.23999999999998
scenario1_restoration,Sacramento,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,32.4
scenario1_restoration,Sacramento,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,594.63
scenario1_restoration,Sacramento,ROW,Row Crops,759.51
scenario1_restoration,Sacramento,SCRUB,Scrub,2.9699999999999998
scenario1_restoration,Sacramento,URBAN,Urban,3325.95
scenario1_restoration,Sacramento,VINEYARD,Vineyard,4875.75
scenario1_restoration,Sacramento,WATER,Water,5684.8499999999995
scenario1_restoration,Sacramento,WETLAND_MANAGED,Managed Wetland,2804.04
scenario1_restoration,Sacramento,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,1970.28
scenario1_restoration,Sacramento,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,833.76
scenario1_restoration,Sacramento,WETLAND_OTHER,Other Wetland,1210.4099999999999
scenario1_restoration,Sacramento,WETLAND_TIDAL,Tidal Wetland,1042.2
scenario1_restoration,Sacramento,WOODLAND,Woodland,148.5
scenario1_restoration,San Joaquin,BARREN,Barren,149.04
scenario1_restoration,San Joaquin,FIELD_CORN,Corn,20597.67
scenario1_restoration,San Joaquin,FIELD_OTHER,Other Field Crops,2565.63
scenario1_restoration,San Joaquin,GRAIN&HAY_OTHER,Other Grains,2574.9
scenario1_restoration,San Joaquin,GRAIN&HAY_WHEAT,Wheat,6064.29
scenario1_restoration,San Joaquin,GRASSLAND,Grassland,5026.41
scenario1_restoration,San Joaquin,IDLE,Idle,13847.31
scenario1_restoration,San Joaquin,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,577.7099999999999
scenario1_restoration,San Joaquin,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,10231.199999999999
scenario1_restoration,San Joaquin,PASTURE_ALFALFA,Alfalfa,11116.89
scenario1_restoration,San Joaquin,PASTURE_OTHER,Other Pasture,3840.12
scenario1_restoration,San Joaquin,RICE,Rice,1211.3999999999999
scenario1_restoration,San Joaquin,RIPARIAN,Riparian,4969.17
scenario1_restoration,San Joaquin,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,161.1
scenario1_restoration,San Joaquin,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,1172.7
scenario1_restoration,San Joaquin,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,1461.69
scenario1_restoration,San Joaquin,RIPARIAN_FOREST_SALIX,Riparian - Willow,542.0699999999999
scenario1_restoration,San Joaquin,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,192.6
scenario1_restoration,San Joaquin,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,51.93
scenario1_restoration,San Joaquin,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,1387.08
scenario1_restoration,San Joaquin,ROW,Row Crops,12292.56
scenario1_restoration,San Joaquin,SCRUB,Scrub,28.169999999999998
scenario1_restoration,San Joaquin,URBAN,Urban,16701.75
scenario1_restoration,San Joaquin,VINEYARD,Vineyard,5043.0599999999995
scenario1_restoration,San Joaquin,WATER,Water,7714.98
scenario1_restoration,San Joaquin,WETLAND_MANAGED,Managed Wetland,369.63
scenario1_restoration,San Joaquin,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,2.9699999999999998
scenario1_restoration,San Joaquin,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,366.65999999999997
scenario1_restoration,San Joaquin,WETLAND_OTHER,Other Wetland,2889.99
scenario1_restoration,San Joaquin,WETLAND_TIDAL,Tidal Wetland,449.28
scenario1_restoration,San Joaquin,WOODLAND,Woodland,301.59
scenario1_restoration,Solano,BARREN,Barren,7.83
scenario1_restoration,Solano,FIELD_CORN,Corn,2405.97
scenario1_restoration,Solano,FIELD_OTHER,Other Field Crops,1800.54
scenario1_restoration,Solano,GRAIN&HAY_OTHER,Other Grains,1629.8999999999999
scenario1_restoration,Solano,GRAIN&HAY_WHEAT,Wheat,1293.84
scenario1_restoration,Solano,GRASSLAND,Grassland,5069.25
scenario1_restoration,Solano,IDLE,Idle,2230.92
scenario1_restoration,Solano,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,18.99
scenario1_restoration,Solano,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,1073.43
scenario1_restoration,Solano,PASTURE_ALFALFA,Alfalfa,3197.6099999999997
scenario1_restoration,Solano,PASTURE_OTHER,Other Pasture,7821.179999999999
scenario1_restoration,Solano,RICE,Rice,0
scenario1_restoration,Solano,RIPARIAN,Riparian,825.3
scenario1_restoration,Solano,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,159.29999999999998
scenario1_restoration,Solano,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,107.00999999999999
scenario1_restoration,Solano,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,74.07
scenario1_restoration,Solano,RIPARIAN_FOREST_SALIX,Riparian - Willow,91.61999999999999
scenario1_restoration,Solano,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,135.72
scenario1_restoration,Solano,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,1.53
scenario1_restoration,Solano,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,256.05
scenario1_restoration,Solano,ROW,Row Crops,578.25
scenario1_restoration,Solano,SCRUB,Scrub,33.39
scenario1_restoration,Solano,URBAN,Urban,622.17
scenario1_restoration,Solano,VINEYARD,Vineyard,706.5899999999999
scenario1_restoration,Solano,WATER,Water,4576.95
scenario1_restoration,Solano,WETLAND_MANAGED,Managed Wetland,972.18
scenario1_restoration,Solano,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,33.48
scenario1_restoration,Solano,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,938.6999999999999
scenario1_restoration,Solano,WETLAND_OTHER,Other Wetland,1670.76
scenario1_restoration,Solano,WETLAND_TIDAL,Tidal Wetland,687.51
scenario1_restoration,Solano,WOODLAND,Woodland,40.32
scenario1_restoration,Yolo,BARREN,Barren,0
scenario1_restoration,Yolo,FIELD_CORN,Corn,414
scenario1_restoration,Yolo,FIELD_OTHER,Other Field Crops,1278.8999999999999
scenario1_restoration,Yolo,GRAIN&HAY_OTHER,Other Grains,1601.28
scenario1_restoration,Yolo,GRAIN&HAY_WHEAT,Wheat,1579.23
scenario1_restoration,Yolo,GRASSLAND,Grassland,3127.77
scenario1_restoration,Yolo,IDLE,Idle,2658.7799999999997
scenario1_restoration,Yolo,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,33.21
scenario1_restoration,Yolo,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,378.63
scenario1_restoration,Yolo,PASTURE_ALFALFA,Alfalfa,857.88
scenario1_restoration,Yolo,PASTURE_OTHER,Other Pasture,3069.3599999999997
scenario1_restoration,Yolo,RICE,Rice,785.88
scenario1_restoration,Yolo,RIPARIAN,Riparian,2219.85
scenario1_restoration,Yolo,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,131.76
scenario1_restoration,Yolo,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,326.34
scenario1_restoration,Yolo,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,1437.03
scenario1_restoration,Yolo,RIPARIAN_FOREST_SALIX,Riparian - Willow,146.88
scenario1_restoration,Yolo,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,25.2
scenario1_restoration,Yolo,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,5.13
scenario1_restoration,Yolo,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,147.51
scenario1_restoration,Yolo,ROW,Row Crops,1276.83
scenario1_restoration,Yolo,SCRUB,Scrub,0
scenario1_restoration,Yolo,URBAN,Urban,3263.31
scenario1_restoration,Yolo,VINEYARD,Vineyard,4719.87
scenario1_restoration,Yolo,WATER,Water,1752.12
scenario1_restoration,Yolo,WETLAND_MANAGED,Managed Wetland,5574.69
scenario1_restoration,Yolo,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,104.49
scenario1_restoration,Yolo,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,5470.2
scenario1_restoration,Yolo,WETLAND_OTHER,Other Wetland,2059.65
scenario1_restoration,Yolo,WETLAND_TIDAL,Tidal Wetland,616.14
scenario1_restoration,Yolo,WOODLAND,Woodland,54.54
scenario1_restoration_win,Contra Costa & Alameda,BARREN,Barren,17.009999999999998
scenario1_restoration_win,Contra Costa & Alameda,FIELD_CORN,Corn,3801.87
scenario1_restoration_win,Contra Costa & Alameda,FIELD_OTHER,Other Field Crops,490.68
scenario1_restoration_win,Contra Costa & Alameda,GRAIN&HAY_OTHER,Other Grains,1217.61
scenario1_restoration_win,Contra Costa & Alameda,GRAIN&HAY_WHEAT,Wheat,1137.96
scenario1_restoration_win,Contra Costa & Alameda,GRASSLAND,Grassland,4192.11
scenario1_restoration_win,Contra Costa & Alameda,IDLE,Idle,2930.7599999999998
scenario1_restoration_win,Contra Costa & Alameda,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,5.85
scenario1_restoration_win,Contra Costa & Alameda,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,1211.22
scenario1_restoration_win,Contra Costa & Alameda,PASTURE_ALFALFA,Alfalfa,1270.8899999999999
scenario1_restoration_win,Contra Costa & Alameda,PASTURE_OTHER,Other Pasture,3973.41
scenario1_restoration_win,Contra Costa & Alameda,RICE,Rice,0
scenario1_restoration_win,Contra Costa & Alameda,RIPARIAN,Riparian,1158.75
scenario1_restoration_win,Contra Costa & Alameda,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,71.55
scenario1_restoration_win,Contra Costa & Alameda,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,179.01
scenario1_restoration_win,Contra Costa & Alameda,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,25.65
scenario1_restoration_win,Contra Costa & Alameda,RIPARIAN_FOREST_SALIX,Riparian - Willow,123.3
scenario1_restoration_win,Contra Costa & Alameda,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,343.97999999999996
scenario1_restoration_win,Contra Costa & Alameda,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,24.84
scenario1_restoration_win,Contra Costa & Alameda,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,390.41999999999996
scenario1_restoration_win,Contra Costa & Alameda,ROW,Row Crops,1779.84
scenario1_restoration_win,Contra Costa & Alameda,SCRUB,Scrub,174.6
scenario1_restoration_win,Contra Costa & Alameda,URBAN,Urban,12868.109999999999
scenario1_restoration_win,Contra Costa & Alameda,VINEYARD,Vineyard,752.4
scenario1_restoration_win,Contra Costa & Alameda,WATER,Water,7042.23
scenario1_restoration_win,Contra Costa & Alameda,WETLAND_MANAGED,Managed Wetland,32.58
scenario1_restoration_win,Contra Costa & Alameda,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,0
scenario1_restoration_win,Contra Costa & Alameda,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,32.58
scenario1_restoration_win,Contra Costa & Alameda,WETLAND_OTHER,Other Wetland,2111.49
scenario1_restoration_win,Contra Costa & Alameda,WETLAND_TIDAL,Tidal Wetland,763.74
scenario1_restoration_win,Contra Costa & Alameda,WOODLAND,Woodland,174.51
scenario1_restoration_win,Sacramento,BARREN,Barren,3.33
scenario1_restoration_win,Sacramento,FIELD_CORN,Corn,4874.22
scenario1_restoration_win,Sacramento,FIELD_OTHER,Other Field Crops,889.38
scenario1_restoration_win,Sacramento,GRAIN&HAY_OTHER,Other Grains,3425.22
scenario1_restoration_win,Sacramento,GRAIN&HAY_WHEAT,Wheat,1296.99
scenario1_restoration_win,Sacramento,GRASSLAND,Grassland,1866.78
scenario1_restoration_win,Sacramento,IDLE,Idle,3870.45
scenario1_restoration_win,Sacramento,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,8.01
scenario1_restoration_win,Sacramento,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,2694.06
scenario1_restoration_win,Sacramento,PASTURE_ALFALFA,Alfalfa,2277
scenario1_restoration_win,Sacramento,PASTURE_OTHER,Other Pasture,3706.1099999999997
scenario1_restoration_win,Sacramento,RICE,Rice,213.92999999999998
scenario1_restoration_win,Sacramento,RIPARIAN,Riparian,3170.3399999999997
scenario1_restoration_win,Sacramento,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,281.07
scenario1_restoration_win,Sacramento,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,535.3199999999999
scenario1_restoration_win,Sacramento,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,1245.87
scenario1_restoration_win,Sacramento,RIPARIAN_FOREST_SALIX,Riparian - Willow,261.81
scenario1_restoration_win,Sacramento,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,219.23999999999998
scenario1_restoration_win,Sacramento,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,32.4
scenario1_restoration_win,Sacramento,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,594.63
scenario1_restoration_win,Sacramento,ROW,Row Crops,745.38
scenario1_restoration_win,Sacramento,SCRUB,Scrub,2.9699999999999998
scenario1_restoration_win,Sacramento,URBAN,Urban,3325.95
scenario1_restoration_win,Sacramento,VINEYARD,Vineyard,4875.75
scenario1_restoration_win,Sacramento,WATER,Water,5684.8499999999995
scenario1_restoration_win,Sacramento,WETLAND_MANAGED,Managed Wetland,2804.04
scenario1_restoration_win,Sacramento,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,1970.28
scenario1_restoration_win,Sacramento,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,833.76
scenario1_restoration_win,Sacramento,WETLAND_OTHER,Other Wetland,1210.4099999999999
scenario1_restoration_win,Sacramento,WETLAND_TIDAL,Tidal Wetland,1042.2
scenario1_restoration_win,Sacramento,WOODLAND,Woodland,148.5
scenario1_restoration_win,San Joaquin,BARREN,Barren,149.04
scenario1_restoration_win,San Joaquin,FIELD_CORN,Corn,13268.789999999999
scenario1_restoration_win,San Joaquin,FIELD_OTHER,Other Field Crops,1488.87
scenario1_restoration_win,San Joaquin,GRAIN&HAY_OTHER,Other Grains,9166.14
scenario1_restoration_win,San Joaquin,GRAIN&HAY_WHEAT,Wheat,8924.85
scenario1_restoration_win,San Joaquin,GRASSLAND,Grassland,5026.41
scenario1_restoration_win,San Joaquin,IDLE,Idle,13847.31
scenario1_restoration_win,San Joaquin,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,577.7099999999999
scenario1_restoration_win,San Joaquin,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,10231.199999999999
scenario1_restoration_win,San Joaquin,PASTURE_ALFALFA,Alfalfa,11372.13
scenario1_restoration_win,San Joaquin,PASTURE_OTHER,Other Pasture,3674.8799999999997
scenario1_restoration_win,San Joaquin,RICE,Rice,1211.3999999999999
scenario1_restoration_win,San Joaquin,RIPARIAN,Riparian,4969.17
scenario1_restoration_win,San Joaquin,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,161.1
scenario1_restoration_win,San Joaquin,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,1172.7
scenario1_restoration_win,San Joaquin,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,1461.69
scenario1_restoration_win,San Joaquin,RIPARIAN_FOREST_SALIX,Riparian - Willow,542.0699999999999
scenario1_restoration_win,San Joaquin,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,192.6
scenario1_restoration_win,San Joaquin,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,51.93
scenario1_restoration_win,San Joaquin,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,1387.08
scenario1_restoration_win,San Joaquin,ROW,Row Crops,11156.4
scenario1_restoration_win,San Joaquin,SCRUB,Scrub,28.169999999999998
scenario1_restoration_win,San Joaquin,URBAN,Urban,16701.75
scenario1_restoration_win,San Joaquin,VINEYARD,Vineyard,5043.0599999999995
scenario1_restoration_win,San Joaquin,WATER,Water,7714.98
scenario1_restoration_win,San Joaquin,WETLAND_MANAGED,Managed Wetland,369.63
scenario1_restoration_win,San Joaquin,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,2.9699999999999998
scenario1_restoration_win,San Joaquin,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,366.65999999999997
scenario1_restoration_win,San Joaquin,WETLAND_OTHER,Other Wetland,2889.99
scenario1_restoration_win,San Joaquin,WETLAND_TIDAL,Tidal Wetland,449.28
scenario1_restoration_win,San Joaquin,WOODLAND,Woodland,301.59
scenario1_restoration_win,Solano,BARREN,Barren,7.83
scenario1_restoration_win,Solano,FIELD_CORN,Corn,884.61
scenario1_restoration_win,Solano,FIELD_OTHER,Other Field Crops,1718.01
scenario1_restoration_win,Solano,GRAIN&HAY_OTHER,Other Grains,2622.87
scenario1_restoration_win,Solano,GRAIN&HAY_WHEAT,Wheat,1973.07
scenario1_restoration_win,Solano,GRASSLAND,Grassland,5069.25
scenario1_restoration_win,Solano,IDLE,Idle,2230.92
scenario1_restoration_win,Solano,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,18.99
scenario1_restoration_win,Solano,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,1073.43
scenario1_restoration_win,Solano,PASTURE_ALFALFA,Alfalfa,3170.43
scenario1_restoration_win,Solano,PASTURE_OTHER,Other Pasture,7814.969999999999
scenario1_restoration_win,Solano,RICE,Rice,0
scenario1_restoration_win,Solano,RIPARIAN,Riparian,825.3
scenario1_restoration_win,Solano,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,159.29999999999998
scenario1_restoration_win,Solano,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,107.00999999999999
scenario1_restoration_win,Solano,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,74.07
scenario1_restoration_win,Solano,RIPARIAN_FOREST_SALIX,Riparian - Willow,91.61999999999999
scenario1_restoration_win,Solano,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,135.72
scenario1_restoration_win,Solano,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,1.53
scenario1_restoration_win,Solano,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,256.05
scenario1_restoration_win,Solano,ROW,Row Crops,543.3299999999999
scenario1_restoration_win,Solano,SCRUB,Scrub,33.39
scenario1_restoration_win,Solano,URBAN,Urban,622.17
scenario1_restoration_win,Solano,VINEYARD,Vineyard,706.5899999999999
scenario1_restoration_win,Solano,WATER,Water,4576.95
scenario1_restoration_win,Solano,WETLAND_MANAGED,Managed Wetland,972.18
scenario1_restoration_win,Solano,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,33.48
scenario1_restoration_win,Solano,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,938.6999999999999
scenario1_restoration_win,Solano,WETLAND_OTHER,Other Wetland,1670.76
scenario1_restoration_win,Solano,WETLAND_TIDAL,Tidal Wetland,687.51
scenario1_restoration_win,Solano,WOODLAND,Woodland,40.32
scenario1_restoration_win,Yolo,BARREN,Barren,0
scenario1_restoration_win,Yolo,FIELD_CORN,Corn,325.89
scenario1_restoration_win,Yolo,FIELD_OTHER,Other Field Crops,1191.1499999999999
scenario1_restoration_win,Yolo,GRAIN&HAY_OTHER,Other Grains,1845.09
scenario1_restoration_win,Yolo,GRAIN&HAY_WHEAT,Wheat,1589.1299999999999
scenario1_restoration_win,Yolo,GRASSLAND,Grassland,3127.77
scenario1_restoration_win,Yolo,IDLE,Idle,2658.7799999999997
scenario1_restoration_win,Yolo,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,33.21
scenario1_restoration_win,Yolo,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,378.63
scenario1_restoration_win,Yolo,PASTURE_ALFALFA,Alfalfa,857.88
scenario1_restoration_win,Yolo,PASTURE_OTHER,Other Pasture,3069.3599999999997
scenario1_restoration_win,Yolo,RICE,Rice,785.88
scenario1_restoration_win,Yolo,RIPARIAN,Riparian,2219.85
scenario1_restoration_win,Yolo,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,131.76
scenario1_restoration_win,Yolo,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,326.34
scenario1_restoration_win,Yolo,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,1437.03
scenario1_restoration_win,Yolo,RIPARIAN_FOREST_SALIX,Riparian - Willow,146.88
scenario1_restoration_win,Yolo,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,25.2
scenario1_restoration_win,Yolo,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,5.13
scenario1_restoration_win,Yolo,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,147.51
scenario1_restoration_win,Yolo,ROW,Row Crops,1198.98
scenario1_restoration_win,Yolo,SCRUB,Scrub,0
scenario1_restoration_win,Yolo,URBAN,Urban,3263.31
scenario1_restoration_win,Yolo,VINEYARD,Vineyard,4719.87
scenario1_restoration_win,Yolo,WATER,Water,1752.12
scenario1_restoration_win,Yolo,WETLAND_MANAGED,Managed Wetland,5574.69
scenario1_restoration_win,Yolo,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,104.49
scenario1_restoration_win,Yolo,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,5470.2
scenario1_restoration_win,Yolo,WETLAND_OTHER,Other Wetland,2059.65
scenario1_restoration_win,Yolo,WETLAND_TIDAL,Tidal Wetland,616.14
scenario1_restoration_win,Yolo,WOODLAND,Woodland,54.54
scenario2_perennialexpand,Contra Costa & Alameda,BARREN,Barren,17.009999999999998
scenario2_perennialexpand,Contra Costa & Alameda,FIELD_CORN,Corn,4271.58
scenario2_perennialexpand,Contra Costa & Alameda,FIELD_OTHER,Other Field Crops,522.36
scenario2_perennialexpand,Contra Costa & Alameda,GRAIN&HAY_OTHER,Other Grains,665.37
scenario2_perennialexpand,Contra Costa & Alameda,GRAIN&HAY_WHEAT,Wheat,1102.23
scenario2_perennialexpand,Contra Costa & Alameda,GRASSLAND,Grassland,4191.21
scenario2_perennialexpand,Contra Costa & Alameda,IDLE,Idle,2928.87
scenario2_perennialexpand,Contra Costa & Alameda,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,5.85
scenario2_perennialexpand,Contra Costa & Alameda,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,1213.47
scenario2_perennialexpand,Contra Costa & Alameda,PASTURE_ALFALFA,Alfalfa,1278.36
scenario2_perennialexpand,Contra Costa & Alameda,PASTURE_OTHER,Other Pasture,4003.74
scenario2_perennialexpand,Contra Costa & Alameda,RICE,Rice,0
scenario2_perennialexpand,Contra Costa & Alameda,RIPARIAN,Riparian,1136.25
scenario2_perennialexpand,Contra Costa & Alameda,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,71.55
scenario2_perennialexpand,Contra Costa & Alameda,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,169.2
scenario2_perennialexpand,Contra Costa & Alameda,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,25.38
scenario2_perennialexpand,Contra Costa & Alameda,RIPARIAN_FOREST_SALIX,Riparian - Willow,119.33999999999999
scenario2_perennialexpand,Contra Costa & Alameda,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,343.8
scenario2_perennialexpand,Contra Costa & Alameda,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,24.84
scenario2_perennialexpand,Contra Costa & Alameda,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,382.14
scenario2_perennialexpand,Contra Costa & Alameda,ROW,Row Crops,1829.79
scenario2_perennialexpand,Contra Costa & Alameda,SCRUB,Scrub,174.6
scenario2_perennialexpand,Contra Costa & Alameda,URBAN,Urban,12869.189999999999
scenario2_perennialexpand,Contra Costa & Alameda,VINEYARD,Vineyard,810
scenario2_perennialexpand,Contra Costa & Alameda,WATER,Water,7042.23
scenario2_perennialexpand,Contra Costa & Alameda,WETLAND_MANAGED,Managed Wetland,0
scenario2_perennialexpand,Contra Costa & Alameda,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,0
scenario2_perennialexpand,Contra Costa & Alameda,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,0
scenario2_perennialexpand,Contra Costa & Alameda,WETLAND_OTHER,Other Wetland,2107.17
scenario2_perennialexpand,Contra Costa & Alameda,WETLAND_TIDAL,Tidal Wetland,763.74
scenario2_perennialexpand,Contra Costa & Alameda,WOODLAND,Woodland,174.6
scenario2_perennialexpand,Sacramento,BARREN,Barren,3.96
scenario2_perennialexpand,Sacramento,FIELD_CORN,Corn,6362.46
scenario2_perennialexpand,Sacramento,FIELD_OTHER,Other Field Crops,1292.31
scenario2_perennialexpand,Sacramento,GRAIN&HAY_OTHER,Other Grains,1073.52
scenario2_perennialexpand,Sacramento,GRAIN&HAY_WHEAT,Wheat,1136.25
scenario2_perennialexpand,Sacramento,GRASSLAND,Grassland,1943.01
scenario2_perennialexpand,Sacramento,IDLE,Idle,3482.37
scenario2_perennialexpand,Sacramento,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,148.59
scenario2_perennialexpand,Sacramento,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,3317.22
scenario2_perennialexpand,Sacramento,PASTURE_ALFALFA,Alfalfa,2142
scenario2_perennialexpand,Sacramento,PASTURE_OTHER,Other Pasture,4159.62
scenario2_perennialexpand,Sacramento,RICE,Rice,377.82
scenario2_perennialexpand,Sacramento,RIPARIAN,Riparian,2207.25
scenario2_perennialexpand,Sacramento,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,167.13
scenario2_perennialexpand,Sacramento,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,407.7
scenario2_perennialexpand,Sacramento,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,761.9399999999999
scenario2_perennialexpand,Sacramento,RIPARIAN_FOREST_SALIX,Riparian - Willow,222.39
scenario2_perennialexpand,Sacramento,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,194.57999999999998
scenario2_perennialexpand,Sacramento,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,29.61
scenario2_perennialexpand,Sacramento,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,423.9
scenario2_perennialexpand,Sacramento,ROW,Row Crops,701.4599999999999
scenario2_perennialexpand,Sacramento,SCRUB,Scrub,4.05
scenario2_perennialexpand,Sacramento,URBAN,Urban,3327.75
scenario2_perennialexpand,Sacramento,VINEYARD,Vineyard,6656.04
scenario2_perennialexpand,Sacramento,WATER,Water,5684.8499999999995
scenario2_perennialexpand,Sacramento,WETLAND_MANAGED,Managed Wetland,1514.1599999999999
scenario2_perennialexpand,Sacramento,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,796.68
scenario2_perennialexpand,Sacramento,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,717.48
scenario2_perennialexpand,Sacramento,WETLAND_OTHER,Other Wetland,1395.36
scenario2_perennialexpand,Sacramento,WETLAND_TIDAL,Tidal Wetland,1036.8899999999999
scenario2_perennialexpand,Sacramento,WOODLAND,Woodland,168.93
