scenario,ZONE,CODE_NAME,LABEL,SCENARIO,BASELINE,net_change,change_prop,change_pct
scenario2_perennialexpand,Sacramento,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,407.7,432.71999999999997,-25.019999999999982,-0.05782029950083191,-5.782029950083191
scenario2_perennialexpand,Sacramento,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,761.9399999999999,853.29,-91.35000000000002,-0.10705621769855504,-10.705621769855505
scenario2_perennialexpand,Sacramento,RIPARIAN_FOREST_SALIX,Riparian - Willow,222.39,227.88,-5.490000000000009,-0.024091627172195932,-2.4091627172195933
scenario2_perennialexpand,Sacramento,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,194.57999999999998,219.23999999999998,-24.659999999999997,-0.11247947454844005,-11.247947454844006
scenario2_perennialexpand,Sacramento,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,29.61,31.32,-1.7100000000000009,-0.05459770114942531,-5.459770114942531
scenario2_perennialexpand,Sacramento,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,423.9,451.71,-27.810000000000002,-0.061566049013747765,-6.156604901374776
scenario2_perennialexpand,Sacramento,ROW,Row Crops,701.4599999999999,780.03,-78.57000000000005,-0.10072689511941856,-10.072689511941855
scenario2_perennialexpand,Sacramento,SCRUB,Scrub,4.05,4.05,0,0,0
scenario2_perennialexpand,Sacramento,URBAN,Urban,3327.75,3327.75,0,0,0
scenario2_perennialexpand,Sacramento,VINEYARD,Vineyard,6656.04,4879.889999999999,1776.1500000000005,0.3639733682521534,36.39733682521534
scenario2_perennialexpand,Sacramento,WATER,Water,5684.8499999999995,5684.8499999999995,0,0,0
scenario2_perennialexpand,Sacramento,WETLAND_MANAGED,Managed Wetland,1514.1599999999999,1516.1399999999999,-1.9800000000000182,-0.001305947999525122,-0.1305947999525122
scenario2_perennialexpand,Sacramento,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,796.68,798.66,-1.9800000000000182,-0.0024791525805724817,-0.24791525805724818
scenario2_perennialexpand,Sacramento,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,717.48,717.48,0,0,0
scenario2_perennialexpand,Sacramento,WETLAND_OTHER,Other Wetland,1395.36,1423.08,-27.720000000000027,-0.019478876802428557,-1.9478876802428557
scenario2_perennialexpand,Sacramento,WETLAND_TIDAL,Tidal Wetland,1036.8899999999999,1042.2,-5.310000000000173,-0.0050949913644215816,-0.5094991364421582
scenario2_perennialexpand,Sacramento,WOODLAND,Woodland,168.93,168.93,0,0,0
scenario2_perennialexpand,San Joaquin,BARREN,Barren,157.76999999999998,161.73,-3.960000000000008,-0.024485253199777457,-2.4485253199777457
scenario2_perennialexpand,San Joaquin,FIELD_CORN,Corn,19102.59,20821.77,-1719.1800000000003,-0.0825664676922279,-8.25664676922279
scenario2_perennialexpand,San Joaquin,FIELD_OTHER,Other Field Crops,2276.37,2676.6,-400.23,-0.14952925353059854,-14.952925353059854
scenario2_perennialexpand,San Joaquin,GRAIN&HAY_OTHER,Other Grains,2329.29,2597.4,-268.1100000000001,-0.10322245322245327,-10.322245322245326
scenario2_perennialexpand,San Joaquin,GRAIN&HAY_WHEAT,Wheat,5284.71,6184.71,-900,-0.14552016181841995,-14.552016181841996
scenario2_perennialexpand,San Joaquin,GRASSLAND,Grassland,5003.37,5516.55,-513.1800000000003,-0.09302553226201163,-9.302553226201162
scenario2_perennialexpand,San Joaquin,IDLE,Idle,11898.449999999999,14213.97,-2315.5200000000004,-0.16290452280397388,-16.29045228039739
scenario2_perennialexpand,San Joaquin,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,608.31,577.7099999999999,30.600000000000023,0.052967751986290744,5.296775198629074
scenario2_perennialexpand,San Joaquin,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,18195.03,10368.539999999999,7826.49,0.7548304775792928,75.48304775792928
scenario2_perennialexpand,San Joaquin,PASTURE_ALFALFA,Alfalfa,10203.75,11286.18,-1082.4300000000003,-0.09590756128291417,-9.590756128291417
scenario2_perennialexpand,San Joaquin,PASTURE_OTHER,Other Pasture,3414.7799999999997,3944.8799999999997,-530.0999999999999,-0.13437671107866397,-13.437671107866397
scenario2_perennialexpand,San Joaquin,RICE,Rice,1211.3999999999999,1211.3999999999999,0,0,0
scenario2_perennialexpand,San Joaquin,RIPARIAN,Riparian,2641.41,2964.24,-322.8299999999999,-0.10890818557201844,-10.890818557201843
scenario2_perennialexpand,San Joaquin,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,111.24,125.46,-14.219999999999999,-0.1133428981348637,-11.33428981348637
scenario2_perennialexpand,San Joaquin,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,612.36,686.3399999999999,-73.9799999999999,-0.10778914240755298,-10.778914240755299
scenario2_perennialexpand,San Joaquin,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,521.55,652.23,-130.68000000000006,-0.20035876914585354,-20.035876914585355
scenario2_perennialexpand,San Joaquin,RIPARIAN_FOREST_SALIX,Riparian - Willow,354.59999999999997,391.14,-36.54000000000002,-0.0934192360791533,-9.34192360791533
scenario2_perennialexpand,San Joaquin,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,174.15,192.6,-18.44999999999999,-0.09579439252336443,-9.579439252336442
scenario2_perennialexpand,San Joaquin,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,51.48,51.93,-0.45000000000000284,-0.0086655112651647,-0.86655112651647
scenario2_perennialexpand,San Joaquin,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,816.03,864.54,-48.50999999999999,-0.05611076410576722,-5.611076410576723
scenario2_perennialexpand,San Joaquin,ROW,Row Crops,9870.119999999999,12461.31,-2591.1900000000005,-0.20793881221155727,-20.793881221155726
scenario2_perennialexpand,San Joaquin,SCRUB,Scrub,28.169999999999998,28.169999999999998,0,0,0
scenario2_perennialexpand,San Joaquin,URBAN,Urban,16702.11,16702.11,0,0,0
scenario2_perennialexpand,San Joaquin,VINEYARD,Vineyard,8187.929999999999,5103.8099999999995,3084.12,0.6042779805674585,60.42779805674585
scenario2_perennialexpand,San Joaquin,WATER,Water,7714.98,7714.98,0,0,0
scenario2_perennialexpand,San Joaquin,WETLAND_MANAGED,Managed Wetland,337.23,339.75,-2.519999999999982,-0.007417218543046304,-0.7417218543046303
scenario2_perennialexpand,San Joaquin,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,0.72,2.9699999999999998,-2.25,-0.7575757575757577,-75.75757575757576
scenario2_perennialexpand,San Joaquin,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,336.51,336.78,-0.2699999999999818,-8.017103153393367e-4,-0.08017103153393368
scenario2_perennialexpand,San Joaquin,WETLAND_OTHER,Other Wetland,2633.04,2920.14,-287.0999999999999,-0.09831720396967265,-9.831720396967265
scenario2_perennialexpand,San Joaquin,WETLAND_TIDAL,Tidal Wetland,444.41999999999996,449.28,-4.860000000000014,-0.010817307692307723,-1.0817307692307723
scenario2_perennialexpand,San Joaquin,WOODLAND,Woodland,317.52,317.52,0,0,0
scenario2_perennialexpand,Solano,BARREN,Barren,7.83,7.83,0,0,0
scenario2_perennialexpand,Solano,FIELD_CORN,Corn,2302.74,2421.36,-118.62000000000035,-0.04898899791852527,-4.898899791852527
scenario2_perennialexpand,Solano,FIELD_OTHER,Other Field Crops,1717.3799999999999,1804.77,-87.3900000000001,-0.0484216825412657,-4.84216825412657
scenario2_perennialexpand,Solano,GRAIN&HAY_OTHER,Other Grains,1561.05,1633.95,-72.90000000000009,-0.044615808317268024,-4.461580831726803
scenario2_perennialexpand,Solano,GRAIN&HAY_WHEAT,Wheat,1222.47,1296.99,-74.51999999999998,-0.05745610991603635,-5.745610991603635
scenario2_perennialexpand,Solano,GRASSLAND,Grassland,5073.03,5168.429999999999,-95.39999999999964,-0.018458216518362373,-1.8458216518362374
scenario2_perennialexpand,Solano,IDLE,Idle,2141.64,2252.97,-111.32999999999993,-0.049414772500299575,-4.9414772500299575
scenario2_perennialexpand,Solano,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,18.99,18.99,0,0,0
scenario2_perennialexpand,Solano,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,1471.6799999999998,1073.43,398.2499999999998,0.37100695900058667,37.10069590005867
scenario2_perennialexpand,Solano,PASTURE_ALFALFA,Alfalfa,3098.7,3235.14,-136.44000000000005,-0.042174372670116304,-4.21743726701163
scenario2_perennialexpand,Solano,PASTURE_OTHER,Other Pasture,7863.299999999999,7880.04,-16.74000000000069,-0.0021243546987072008,-0.21243546987072007
scenario2_perennialexpand,Solano,RICE,Rice,0,0,0,NA,NA
scenario2_perennialexpand,Solano,RIPARIAN,Riparian,660.42,693.18,-32.75999999999999,-0.047260451830693315,-4.726045183069331
scenario2_perennialexpand,Solano,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,95.03999999999999,103.86,-8.820000000000007,-0.08492201039861359,-8.49220103986136
scenario2_perennialexpand,Solano,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,99.63,99.81,-0.18000000000000682,-0.0018034265103697707,-0.18034265103697705
scenario2_perennialexpand,Solano,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,47.699999999999996,53.73,-6.030000000000001,-0.1122278056951424,-11.22278056951424
scenario2_perennialexpand,Solano,RIPARIAN_FOREST_SALIX,Riparian - Willow,78.39,84.24,-5.849999999999994,-0.06944444444444438,-6.9444444444444375
scenario2_perennialexpand,Solano,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,132.12,135.72,-3.5999999999999943,-0.026525198938992002,-2.6525198938992003
scenario2_perennialexpand,Solano,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,1.53,1.53,0,0,0
scenario2_perennialexpand,Solano,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,206.01,214.29,-8.280000000000001,-0.0386392272154557,-3.86392272154557
scenario2_perennialexpand,Solano,ROW,Row Crops,540,587.52,-47.51999999999998,-0.08088235294117645,-8.088235294117645
scenario2_perennialexpand,Solano,SCRUB,Scrub,33.57,33.57,0,0,0
scenario2_perennialexpand,Solano,URBAN,Urban,622.17,622.17,0,0,0
scenario2_perennialexpand,Solano,VINEYARD,Vineyard,1165.95,706.5899999999999,459.3600000000001,0.6501082664628712,65.01082664628713
scenario2_perennialexpand,Solano,WATER,Water,4576.95,4576.95,0,0,0
scenario2_perennialexpand,Solano,WETLAND_MANAGED,Managed Wetland,824.22,824.22,0,0,0
scenario2_perennialexpand,Solano,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,33.48,33.48,0,0,0
scenario2_perennialexpand,Solano,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,790.74,790.74,0,0,0
scenario2_perennialexpand,Solano,WETLAND_OTHER,Other Wetland,1630.1699999999998,1694.1599999999999,-63.99000000000001,-0.03777093072673184,-3.777093072673184
scenario2_perennialexpand,Solano,WETLAND_TIDAL,Tidal Wetland,687.51,687.51,0,0,0
scenario2_perennialexpand,Solano,WOODLAND,Woodland,43.11,43.11,0,0,0
scenario2_perennialexpand,Yolo,BARREN,Barren,0,0,0,NA,NA
scenario2_perennialexpand,Yolo,FIELD_CORN,Corn,390.51,470.60999999999996,-80.09999999999997,-0.1702046280359533,-17.02046280359533
scenario2_perennialexpand,Yolo,FIELD_OTHER,Other Field Crops,1445.22,1586.79,-141.56999999999994,-0.08921785491463895,-8.921785491463895
scenario2_perennialexpand,Yolo,GRAIN&HAY_OTHER,Other Grains,1539.54,1746.09,-206.54999999999995,-0.11829287150146897,-11.829287150146897
scenario2_perennialexpand,Yolo,GRAIN&HAY_WHEAT,Wheat,1617.3,1759.23,-141.93000000000006,-0.0806773417915793,-8.067734179157931
scenario2_perennialexpand,Yolo,GRASSLAND,Grassland,3472.1099999999997,3555.9,-83.79000000000042,-0.023563654770944183,-2.3563654770944185
scenario2_perennialexpand,Yolo,IDLE,Idle,2630.52,3066.2999999999997,-435.77999999999975,-0.14211916642207215,-14.211916642207214
scenario2_perennialexpand,Yolo,ORCHARD_CITRUS&SUBTROPICAL,Orchard - Citrus & Subtropical,33.21,33.21,0,0,0
scenario2_perennialexpand,Yolo,ORCHARD_DECIDUOUS,Orchard - Deciduous Fruits & Nuts,1278,378.71999999999997,899.28,2.3745247148288975,237.45247148288973
scenario2_perennialexpand,Yolo,PASTURE_ALFALFA,Alfalfa,913.3199999999999,995.49,-82.17000000000007,-0.08254226561793697,-8.254226561793697
scenario2_perennialexpand,Yolo,PASTURE_OTHER,Other Pasture,3374.46,3840.0299999999997,-465.5699999999997,-0.12124124030281007,-12.124124030281006
scenario2_perennialexpand,Yolo,RICE,Rice,1090.71,1090.71,0,0,0
scenario2_perennialexpand,Yolo,RIPARIAN,Riparian,1006.1999999999999,1135.17,-128.97000000000014,-0.11361293903115845,-11.361293903115845
scenario2_perennialexpand,Yolo,RIPARIAN_FOREST_MIXED,Riparian - Mixed Forest,92.25,105.66,-13.409999999999997,-0.1269165247018739,-12.691652470187389
scenario2_perennialexpand,Yolo,RIPARIAN_FOREST_POFR,Riparian - Cottonwood,302.21999999999997,317.07,-14.850000000000023,-0.04683508373545281,-4.683508373545281
scenario2_perennialexpand,Yolo,RIPARIAN_FOREST_QULO,Riparian - Valley Oak,300.96,394.74,-93.78000000000003,-0.2375740994072048,-23.757409940720482
scenario2_perennialexpand,Yolo,RIPARIAN_FOREST_SALIX,Riparian - Willow,145.17,145.44,-0.27000000000001023,-0.0018564356435644268,-0.1856435643564427
scenario2_perennialexpand,Yolo,RIPARIAN_SCRUB_INTRO,Riparian - Introduced Scrub,23.58,25.2,-1.620000000000001,-0.06428571428571432,-6.428571428571432
scenario2_perennialexpand,Yolo,RIPARIAN_SCRUB_MIXED,Riparian - Mixed Shrub,5.13,5.13,0,0,0
scenario2_perennialexpand,Yolo,RIPARIAN_SCRUB_SALIX,Riparian - Willow Shrub,136.89,141.93,-5.0400000000000205,-0.03551046290424872,-3.5510462904248716
scenario2_perennialexpand,Yolo,ROW,Row Crops,1265.04,1440.6299999999999,-175.58999999999992,-0.12188417567314296,-12.188417567314296
scenario2_perennialexpand,Yolo,SCRUB,Scrub,0,0,0,NA,NA
scenario2_perennialexpand,Yolo,URBAN,Urban,3263.31,3263.31,0,0,0
scenario2_perennialexpand,Yolo,VINEYARD,Vineyard,5915.88,4862.25,1053.63,0.21669597408607127,21.669597408607128
scenario2_perennialexpand,Yolo,WATER,Water,1752.12,1752.12,0,0,0
scenario2_perennialexpand,Yolo,WETLAND_MANAGED,Managed Wetland,3329.0099999999998,3329.0099999999998,0,0,0
scenario2_perennialexpand,Yolo,WETLAND_MANAGED_PERENNIAL,Managed Wetland - Perennial,104.49,104.49,0,0,0
scenario2_perennialexpand,Yolo,WETLAND_MANAGED_SEASONAL,Managed Wetland - Seasonal,3224.52,3224.52,0,0,0
scenario2_perennialexpand,Yolo,WETLAND_OTHER,Other Wetland,2330.8199999999997,2341.71,-10.890000000000327,-0.004650447749721497,-0.4650447749721497
scenario2_perennialexpand,Yolo,WETLAND_TIDAL,Tidal Wetland,616.14,616.14,0,0,0
scenario2_perennialexpand,Yolo,WOODLAND,Woodland,58.5,58.5,0,0,0
