year,CODE_NAME,SUBCLASS,site_name,chemname,repro,carcinogen,groundwater,air,aquatic,critical,lbs_chm_used,acre_treated,acre_planted
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,382.9399236,1452.1,1452.1
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),BIFENTHRIN,NA,NA,NA,NA,TRUE,TRUE,63.0949744,614.8,1037.8
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),CHLORPYRIFOS,TRUE,NA,NA,TRUE,TRUE,TRUE,170.86134579999998,209,426
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),DIMETHOATE,NA,NA,NA,NA,TRUE,TRUE,137.640003,352,767
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),ESFENVALERATE,NA,NA,NA,NA,TRUE,TRUE,3.6506484,77.8,77.8
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,7649.8057069999995,7192.1,11958.289999999999
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,28497.4372626,22276.09,25962.79
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,48.82757813,1647.7,1647.7
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),MALATHION,NA,TRUE,NA,NA,TRUE,TRUE,30.66273,33,33
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),METHOMYL,NA,NA,NA,NA,TRUE,TRUE,215.1,478,625
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),PERMETHRIN,NA,NA,NA,NA,TRUE,TRUE,287.620516,2297,2318
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),PHORATE,NA,NA,NA,NA,NA,TRUE,5662.08064,5336.89,5354.9
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),PROPARGITE,TRUE,NA,NA,NA,TRUE,NA,2148.6813196,903.9,2097
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",CORN (FORAGE - FODDER),TRIFLURALIN,NA,NA,NA,TRUE,TRUE,NA,84.321495,84,84
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",ATRAZINE,TRUE,NA,TRUE,NA,NA,TRUE,605.10957,380.1,421.2
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN","ATRAZINE, OTHER RELATED",NA,NA,TRUE,NA,NA,TRUE,12.784005,380.1,421.2
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",BIFENTHRIN,NA,NA,NA,NA,TRUE,TRUE,45.6317749,456.7,483.7
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,47.761784,134.1,134.1
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",CHLORPYRIFOS,TRUE,NA,NA,TRUE,TRUE,TRUE,503.9862761,829.36,1047.36
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",DIMETHOATE,NA,NA,NA,NA,TRUE,TRUE,158.786658,319.7,346.7
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",ESFENVALERATE,NA,NA,NA,NA,TRUE,TRUE,13.4280048,275.1,299.8
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN","GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,7027.584828,6769.06,8736.86
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN","GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,29825.6822822,21506.87,22238.87
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,23.3711058,768.3,768.3
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",PERMETHRIN,NA,NA,NA,NA,TRUE,TRUE,38.1830912,256,256
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",PHORATE,NA,NA,NA,NA,NA,TRUE,207.434,182,182
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, GRAIN",PROPARGITE,TRUE,NA,NA,NA,TRUE,NA,247.0218946,99,407.7
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",(S)-CYPERMETHRIN,NA,NA,NA,NA,NA,TRUE,642.06103868,13490,24364.5
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",ATRAZINE,TRUE,NA,TRUE,NA,NA,TRUE,525.3712734,357.66,1452
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION","ATRAZINE, OTHER RELATED",NA,NA,TRUE,NA,NA,TRUE,11.0993931,357.66,1452
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",BIFENTHRIN,NA,NA,NA,NA,TRUE,TRUE,665.6163582,5733.5,10941
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",CHLOROTHALONIL,NA,TRUE,NA,NA,TRUE,NA,2004.349374,1382,3563
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",CHLORPYRIFOS,TRUE,NA,NA,TRUE,TRUE,TRUE,1902.9807914,2421.51,5775.5
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",CYPERMETHRIN,NA,NA,NA,NA,TRUE,TRUE,8.7087051,175,175
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",ESFENVALERATE,NA,NA,NA,NA,TRUE,TRUE,267.5190504,5482,10653
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION","GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,1613.562667,1315,1516
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION","GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,2405.7865745,1689.7,2833.7
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",INDOXACARB,NA,NA,NA,NA,TRUE,NA,32.91,511.5,601.5
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,90.45301323,3043.5,8252
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",MALATHION,NA,TRUE,NA,NA,TRUE,TRUE,49.060368,48,48
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",METHOMYL,NA,NA,NA,NA,TRUE,TRUE,12174.597,26371,48732.5
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION","NALED",NA,NA,NA,NA,TRUE,TRUE,17.12068,17,17
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",OXYDEMETON-METHYL,TRUE,NA,NA,NA,NA,TRUE,2078.2517,2107,3463
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",PARAQUAT DICHLORIDE,NA,NA,NA,NA,TRUE,NA,21.9322806,21,21
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",PENDIMETHALIN,NA,NA,NA,NA,TRUE,NA,157.8022299,122.75,230
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",PERMETHRIN,NA,NA,NA,NA,TRUE,TRUE,180.8550912,921,2017
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",PROPARGITE,TRUE,NA,NA,NA,TRUE,NA,343.5461792,161,167
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN","CORN, HUMAN CONSUMPTION",PYRACLOSTROBIN,NA,NA,NA,NA,TRUE,NA,5.21064844,30,35
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SORGHUM/MILO,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,27.004609,27,27
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SUDANGRASS,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,3434.8842216,3313,3313
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SUDANGRASS,BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,62.146753000000004,155,155
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SUDANGRASS,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,72.361679,75,75
2014,FIELD_CORN,"CORN, SORGHUM, OR SUDAN",SUDANGRASS,LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,115.77420921,4085,4102.7
2014,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",ABAMECTIN,TRUE,NA,NA,NA,TRUE,NA,25.31787,1903.7,2221.1
2014,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED","BENTAZON, SODIUM SALT",NA,NA,TRUE,NA,NA,TRUE,30.41566,28,28
2014,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",DIMETHOATE,NA,NA,NA,NA,TRUE,TRUE,1224.240597,2475.4,2476.4
2014,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED","GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,385.849688,193,228
2014,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED","GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,407.79592710000003,214,214
2014,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",IMIDACLOPRID,NA,NA,NA,NA,TRUE,NA,5.610027,642,644
2014,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,99.16848153,3307.9,3501.4
2014,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED","NALED",NA,NA,NA,NA,TRUE,TRUE,471.482472,468,468
2014,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",PENDIMETHALIN,NA,NA,NA,NA,TRUE,NA,350.5663494,277,277
2014,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",PYRACLOSTROBIN,NA,NA,NA,NA,TRUE,NA,6.1367307,63,63
2014,FIELD_OTHER,BEANS (DRY),"BEAN, DRIED",TRIFLURALIN,NA,NA,NA,TRUE,TRUE,NA,846.937761,878.2,976.2
2014,FIELD_OTHER,SAFFLOWER,SAFFLOWER,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,737.424401,517.3,517.3
2014,FIELD_OTHER,SAFFLOWER,SAFFLOWER,"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,655.2070241,417.6,466.6
2014,FIELD_OTHER,SAFFLOWER,SAFFLOWER,OXYFLUORFEN,NA,NA,NA,NA,TRUE,NA,2.8493379,57,57
2014,FIELD_OTHER,SAFFLOWER,SAFFLOWER,TRIFLURALIN,NA,NA,NA,TRUE,TRUE,NA,2393.28110798,2513.7,2558
2014,FIELD_OTHER,SUNFLOWERS,SUNFLOWER,ESFENVALERATE,NA,NA,NA,NA,TRUE,TRUE,24.89403,510,516
2014,FIELD_OTHER,SUNFLOWERS,SUNFLOWER,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,72.361679,75,75
2014,FIELD_OTHER,SUNFLOWERS,SUNFLOWER,"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,159.4331834,115.6,115.6
2014,FIELD_OTHER,SUNFLOWERS,SUNFLOWER,LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,3.2023284,119,119
2014,FIELD_OTHER,SUNFLOWERS,SUNFLOWER,PARAQUAT DICHLORIDE,NA,NA,NA,NA,TRUE,NA,234.3087495,640,731.8
2014,FIELD_OTHER,SUNFLOWERS,SUNFLOWER,TRIFLURALIN,NA,NA,NA,TRUE,TRUE,NA,662.53991992,900,900
2014,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,FORAGE HAY/SILAGE,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,1037.3534028,944,1056
2014,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,FORAGE HAY/SILAGE,BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,10.285884,28,28
2014,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,FORAGE HAY/SILAGE,LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,10.916127,358,358
2014,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT,"2,4-D",NA,TRUE,NA,TRUE,NA,NA,189.6076364,437,460
2014,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,167.0507151,170,175
2014,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT,BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,31.945844,89.5,89.5
2014,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT,"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,20.5773571,14,14
2014,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT (FORAGE - FODDER),"2,4-D",NA,TRUE,NA,TRUE,NA,NA,24.783494400000002,65.87,65.87
2014,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT (FORAGE - FODDER),"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,2339.2281120000002,2816.8,2910.3
2014,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT (FORAGE - FODDER),BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,344.65441200000004,648.17,712.87
2014,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT (FORAGE - FODDER),LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,2.4857424,80,300
2014,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,OAT (FORAGE - FODDER),METHOMYL,NA,NA,NA,NA,TRUE,TRUE,18,40,260
2014,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,TRITICALE,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,181.8976068,188,188
2014,GRAIN&HAY_OTHER,MISCELLANEOUS GRAIN AND HAY,TRITICALE,BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,273.1980388,448,1008
2014,GRAIN&HAY_WHEAT,WHEAT,WHEAT,(S)-CYPERMETHRIN,NA,NA,NA,NA,NA,TRUE,9.2238255,198.85,198.85
2014,GRAIN&HAY_WHEAT,WHEAT,WHEAT,"2,4-D",NA,TRUE,NA,TRUE,NA,NA,134.6083508,310.21,310.21
2014,GRAIN&HAY_WHEAT,WHEAT,WHEAT,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,8926.78869,9765.13,10102.53
2014,GRAIN&HAY_WHEAT,WHEAT,WHEAT,BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,1191.4190332,2294,2295
2014,GRAIN&HAY_WHEAT,WHEAT,WHEAT,DIMETHOATE,NA,NA,NA,NA,TRUE,TRUE,213.088665,573.65,573.65
2014,GRAIN&HAY_WHEAT,WHEAT,WHEAT,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,224.14987,198,308
2014,GRAIN&HAY_WHEAT,WHEAT,WHEAT,"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,198.9881026,118.3,118.3
2014,GRAIN&HAY_WHEAT,WHEAT,WHEAT,PYRACLOSTROBIN,NA,NA,NA,NA,TRUE,NA,5.355648,73,73
2014,GRAIN&HAY_WHEAT,WHEAT,WHEAT (FORAGE - FODDER),"2,4-D",NA,TRUE,NA,TRUE,NA,NA,101.9629044,235,235
2014,GRAIN&HAY_WHEAT,WHEAT,WHEAT (FORAGE - FODDER),"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,1295.1619302,1422.5,1689.5
2014,GRAIN&HAY_WHEAT,WHEAT,WHEAT (FORAGE - FODDER),CHLORPYRIFOS,TRUE,NA,NA,TRUE,TRUE,TRUE,87.3703986,93,93
2014,GRAIN&HAY_WHEAT,WHEAT,WHEAT (FORAGE - FODDER),"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,82.09799,74,74
2014,GRAIN&HAY_WHEAT,WHEAT,WHEAT (FORAGE - FODDER),"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,94.6117302,49.9,49.9
2014,GRAIN&HAY_WHEAT,WHEAT,WHEAT (FORAGE - FODDER),PENDIMETHALIN,NA,NA,NA,NA,TRUE,NA,77.6511243,74,74
2014,IDLE,IDLE,UNCULTIVATED AG,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,1423.2191775,1437.6,1634.5
2014,IDLE,IDLE,UNCULTIVATED AG,BROMOXYNIL OCTANOATE,TRUE,NA,NA,NA,NA,NA,21.554175999999998,60.4,60.4
2014,IDLE,IDLE,UNCULTIVATED AG,DIAZINON,NA,NA,NA,NA,TRUE,TRUE,1490.288928,751,751
2014,IDLE,IDLE,UNCULTIVATED AG,DIURON,NA,TRUE,TRUE,NA,TRUE,TRUE,100.0989231,50,101
2014,IDLE,IDLE,UNCULTIVATED AG,EPTC,TRUE,NA,NA,NA,NA,TRUE,554.8812496,182,182
2014,IDLE,IDLE,UNCULTIVATED AG,ESFENVALERATE,NA,NA,NA,NA,TRUE,TRUE,5.466216,112,115
2014,IDLE,IDLE,UNCULTIVATED AG,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,15744.5707992,13163.2,19414.4
2014,IDLE,IDLE,UNCULTIVATED AG,"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,16142.0356145,11373.42,17063
2014,IDLE,IDLE,UNCULTIVATED AG,LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,2.85069769,97,97.7
2014,IDLE,IDLE,UNCULTIVATED AG,OXYFLUORFEN,NA,NA,NA,NA,TRUE,NA,853.7279053,8263.12,9734.5
2014,IDLE,IDLE,UNCULTIVATED AG,PARAQUAT DICHLORIDE,NA,NA,NA,NA,TRUE,NA,195.0747971,255.32,459.8
2014,IDLE,IDLE,UNCULTIVATED AG,TRIFLURALIN,NA,NA,NA,TRUE,TRUE,NA,1613.090476,1834.6,1849.6
2014,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,OLIVE,CARBARYL,TRUE,TRUE,NA,TRUE,TRUE,TRUE,575.8566534,144,144
2014,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,OLIVE,DIURON,NA,TRUE,TRUE,NA,TRUE,TRUE,194.7748561,124.53,228.7
2014,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,OLIVE,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,563.757298,335.74,835
2014,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,OLIVE,"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,1458.7624785,915.87,2157.9
2014,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,OLIVE,ORYZALIN,NA,TRUE,NA,NA,NA,NA,44.879789,8.5,17
2014,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,OLIVE,OXYFLUORFEN,NA,NA,NA,NA,TRUE,NA,159.0282452,323.99,764.4
2014,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,OLIVE,PARAQUAT DICHLORIDE,NA,NA,NA,NA,TRUE,NA,316.7837304,536.79,1164.1
2014,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,OLIVE,PENDIMETHALIN,NA,NA,NA,NA,TRUE,NA,89.1661932,31.38,68
2014,ORCHARD_CITRUS&SUBTROPICAL,OLIVES,OLIVE,SIMAZINE,TRUE,NA,TRUE,NA,TRUE,TRUE,477.24519000000004,167.85999999999999,358.7
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,(S)-CYPERMETHRIN,NA,NA,NA,NA,NA,TRUE,2.91236652,176,227
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,"1,3-DICHLOROPROPENE",NA,TRUE,NA,TRUE,NA,NA,8838.314062500001,32.65,65.3
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,"2,4-D",NA,TRUE,NA,TRUE,NA,NA,44.8463092,103.34,217
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,"2,4-D, DIMETHYLAMINE SALT",NA,NA,NA,TRUE,NA,NA,221.08284600000002,153.07,315
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,ABAMECTIN,TRUE,NA,NA,NA,TRUE,NA,194.4536829,10635.7,11485.7
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,BIFENTHRIN,NA,NA,NA,NA,TRUE,TRUE,441.86047754,2771.4,3057.9
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,CHLOROTHALONIL,NA,TRUE,NA,NA,TRUE,NA,7671.014712,2553,2690
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,CHLORPYRIFOS,TRUE,NA,NA,TRUE,TRUE,TRUE,833.7933731,647,657
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,ESFENVALERATE,NA,NA,NA,NA,TRUE,TRUE,106.6692564,2155.5,2245.5
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,9825.81195,6344.51,13371.8
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,"GLYPHOSATE, POTASSIUM SALT",NA,TRUE,NA,NA,NA,NA,2167.465893,1271.75,2107.9
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,IPRODIONE,NA,TRUE,NA,NA,NA,NA,878.122336,1775,1820
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,68.8952046,2492.4,2672.4
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,MANCOZEB,NA,TRUE,NA,TRUE,TRUE,NA,342,76,76
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,ORYZALIN,NA,TRUE,NA,NA,NA,NA,4175.849731,1441.2,3323
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,OXYFLUORFEN,NA,NA,NA,NA,TRUE,NA,2017.26891977,5984.95,12562.9
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,PARAQUAT DICHLORIDE,NA,NA,NA,NA,TRUE,NA,1068.7666428,1868.88,4100
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,PENDIMETHALIN,NA,NA,NA,NA,TRUE,NA,2292.4124955,686.96,1411
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,PERMETHRIN,NA,NA,NA,NA,TRUE,TRUE,178.7859392,757,831
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,PROPARGITE,TRUE,NA,NA,NA,TRUE,NA,61.5057212,20,25
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,PYRACLOSTROBIN,NA,NA,NA,NA,TRUE,NA,128.16256,1234,1364
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,SIMAZINE,TRUE,NA,TRUE,NA,TRUE,TRUE,103.5236128,103.5,230
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,THIOPHANATE-METHYL,TRUE,NA,NA,NA,NA,NA,1921.7051135,2581.8,2915.4
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,TRIFLURALIN,NA,NA,NA,TRUE,TRUE,NA,387.131752,193,267
2014,ORCHARD_DECIDUOUS,ALMONDS,ALMOND,ZIRAM,NA,NA,NA,NA,TRUE,NA,717.44,118,232
2014,ORCHARD_DECIDUOUS,APPLES,APPLE,CARBARYL,TRUE,TRUE,NA,TRUE,TRUE,TRUE,897.0441417,389.8,524.8
2014,ORCHARD_DECIDUOUS,APPLES,APPLE,CHLORPYRIFOS,TRUE,NA,NA,TRUE,TRUE,TRUE,404.5718754,330.7,330.7
2014,ORCHARD_DECIDUOUS,APPLES,APPLE,DIAZINON,NA,NA,NA,NA,TRUE,TRUE,345.7,218.8,233.8
2014,ORCHARD_DECIDUOUS,APPLES,APPLE,ESFENVALERATE,NA,NA,NA,NA,TRUE,TRUE,15.7934532,264,314
2014,ORCHARD_DECIDUOUS,APPLES,APPLE,FENPROPATHRIN,NA,NA,NA,NA,NA,TRUE,34.5082857,84.2,134.8
2014,ORCHARD_DECIDUOUS,APPLES,APPLE,"GLYPHOSATE, ISOPROPYLAMINE SALT",NA,TRUE,NA,NA,NA,NA,206.39359,282.59999999999997,640.5
2014,ORCHARD_DECIDUOUS,APPLES,APPLE,KRESOXIM-METHYL,NA,TRUE,NA,NA,NA,NA,58.94,312,343.8
2014,ORCHARD_DECIDUOUS,APPLES,APPLE,LAMBDA-CYHALOTHRIN,NA,NA,NA,NA,TRUE,TRUE,30.4642338,788.2,1064
2014,ORCHARD_DECIDUOUS,APPLES,APPLE,MANCOZEB,NA,TRUE,NA,TRUE,TRUE,NA,2012.25,869.25,894.5
2014,ORCHARD_DECIDUOUS,APPLES,APPLE,MYCLOBUTANIL,TRUE,NA,NA,NA,NA,NA,102.04,800.5,935.5
2014,ORCHARD_DECIDUOUS,APPLES,APPLE,OXYFLUORFEN,NA,NA,NA,NA,TRUE,NA,0.38834460000000004,133,164
2014,ORCHARD_DECIDUOUS,APPLES,APPLE,PARAQUAT DICHLORIDE,NA,NA,NA,NA,TRUE,NA,4.5033048,12.92,40
2014,ORCHARD_DECIDUOUS,APPLES,APPLE,PHOSMET,NA,NA,NA,NA,NA,TRUE,35,10,10
