METRIC_CATEGORY,METRIC_SUBTYPE,METRIC,CODE_NAME,SUBCLASS,SCORE,SCORE_MIN,SCORE_MAX,UNIT
healthy environment,pesticide application rate,critical pesticides,ROW,"PEPPERS (CHILI, BELL, ETC)",4.881754222547607,0.19238947068642306,12.92237338508273,pounds per ha
healthy environment,pesticide application rate,critical pesticides,ROW,POTATO OR SWEET POTATO,2.6140517769562894,2.12224719430716,2.94074045980868,pounds per ha
healthy environment,pesticide application rate,critical pesticides,ROW,STRAWBERRIES,2.1092707457819015,0.029364661419262396,5.303154488710592,pounds per ha
healthy environment,pesticide application rate,critical pesticides,ROW,TOMATOES (PROCESSING),1.850557240751104,1.4196903520564308,2.3196938691728097,pounds per ha
healthy environment,pesticide application rate,groundwater contaminant,ROW,MISCELLANEOUS TRUCK,0.23513724713501538,0.07291366150846336,0.44178674813312135,pounds per ha
healthy environment,pesticide application rate,reproductive toxicity,ROW,CARROTS,2.8969632818285294,1.8715107440018268,3.8300036943454563,pounds per ha
healthy environment,pesticide application rate,reproductive toxicity,ROW,COLE CROPS (MIXTURE OF 22-25),0.981335476988883,0.981335476988883,0.981335476988883,pounds per ha
healthy environment,pesticide application rate,reproductive toxicity,ROW,"MELONS, SQUASH, AND CUCUMBERS (ALL TYPES)",0.10441195182839524,0.030246397641373466,0.21674555078184,pounds per ha
healthy environment,pesticide application rate,reproductive toxicity,ROW,MISCELLANEOUS TRUCK,0.2789673279047892,0.003541348372876251,0.7058499655166681,pounds per ha
healthy environment,pesticide application rate,reproductive toxicity,ROW,ONIONS & GARLIC,0.40397585835814065,0.13873212286384934,0.9935548227686792,pounds per ha
healthy environment,pesticide application rate,reproductive toxicity,ROW,"PEPPERS (CHILI, BELL, ETC)",0.6034230295558776,0.08357829891528848,0.9833130772287171,pounds per ha
healthy environment,pesticide application rate,reproductive toxicity,ROW,POTATO OR SWEET POTATO,0.42229409363454745,0.22257027837071516,0.6206478322936333,pounds per ha
healthy environment,pesticide application rate,reproductive toxicity,ROW,STRAWBERRIES,0.6430559886530647,0.0057983460438475526,1.1305587102406964,pounds per ha
healthy environment,pesticide application rate,reproductive toxicity,ROW,TOMATOES (PROCESSING),0.3249276827451338,0.21750460669561053,0.4227101169745391,pounds per ha
healthy environment,pesticide application rate,total pesticides,ROW,BUSH BERRIES,0.006516193677635221,0.006516193677635221,0.006516193677635221,pounds per ha
healthy environment,pesticide application rate,total pesticides,ROW,CARROTS,28.000735205173015,7.711343226367676,53.405161703955834,pounds per ha
healthy environment,pesticide application rate,total pesticides,ROW,COLE CROPS (MIXTURE OF 22-25),1.4725032588968774,0.0609901220290963,3.615432418766637,pounds per ha
healthy environment,pesticide application rate,total pesticides,ROW,"MELONS, SQUASH, AND CUCUMBERS (ALL TYPES)",2.320625529469479,1.343883444703259,3.554147909853309,pounds per ha
healthy environment,pesticide application rate,total pesticides,ROW,MISCELLANEOUS TRUCK,9.817443890854593,4.487152515458316,15.03918808651449,pounds per ha
healthy environment,pesticide application rate,total pesticides,ROW,ONIONS & GARLIC,5.310640140647117,4.24096016015351,6.761382426494867,pounds per ha
healthy environment,pesticide application rate,total pesticides,ROW,"PEPPERS (CHILI, BELL, ETC)",11.057551023147306,1.2921035055303778,17.05094735811996,pounds per ha
healthy environment,pesticide application rate,total pesticides,ROW,POTATO OR SWEET POTATO,128.52363381909103,40.50078026889854,285.8443552845546,pounds per ha
healthy environment,pesticide application rate,total pesticides,ROW,STRAWBERRIES,5.191705528894798,0.7711585288995656,14.18171858481955,pounds per ha
